ranking,player,age,points,tourn_played,year
6,Tomas Berdych,27,"4,680",24,2012
7,Juan Martin del Potro,24,"4,480",23,2012
8,Jo-Wilfried Tsonga,27,"3,490",26,2012
9,Janko Tipsarevic,28,"2,990",28,2012
10,Richard Gasquet,26,"2,515",23,2012
11,Nicolas Almagro,27,"2,515",27,2012
12,Juan Monaco,28,"2,430",24,2012
13,Milos Raonic,22,"2,380",24,2012
14,John Isner,27,"2,215",26,2012
15,Marin Cilic,24,"2,210",23,2012
16,Gilles Simon,28,"2,165",27,2012
17,Stan Wawrinka,27,"1,900",22,2012
18,Alexandr Dolgopolov,24,"1,855",26,2012
19,Kei Nishikori,23,"1,830",23,2012
20,Philipp Kohlschreiber,29,"1,770",27,2012
21,Tommy Haas,34,"1,695",21,2012
22,Sam Querrey,25,"1,650",28,2012
23,Andreas Seppi,28,"1,560",31,2012
24,Fernando Verdasco,29,"1,490",25,2012
25,Mikhail Youzhny,30,"1,335",25,2012
26,Jerzy Janowicz,22,"1,299",22,2012
27,Mardy Fish,31,"1,255",20,2012
28,Florian Mayer,29,"1,215",28,2012
29,Jurgen Melzer,31,"1,177",25,2012
30,Martin Klizan,23,"1,175",24,2012
31,Radek Stepanek,34,"1,135",23,2012
32,Jeremy Chardy,25,"1,131",23,2012
33,Thomaz Bellucci,25,"1,112",26,2012
34,Marcel Granollers,26,"1,100",26,2012
35,Julien Benneteau,31,"1,075",26,2012
36,Marcos Baghdatis,27,"1,070",25,2012
37,Kevin Anderson,26,"1,065",27,2012
38,Viktor Troicki,26,"1,055",29,2012
39,Andy Roddick,30,"1,015",24,2012
40,Feliciano Lopez,31,"1,005",29,2012
41,Jarkko Nieminen,31,927,29,2012
42,Pablo Andujar,26,915,30,2012
43,Denis Istomin,26,897,33,2012
44,Nikolay Davydenko,31,885,25,2012
45,Fabio Fognini,25,880,28,2012
46,David Goffin,22,868,25,2012
47,Benoit Paire,23,867,29,2012
48,Grigor Dimitrov,21,866,21,2012
49,Marinko Matosevic,27,845,28,2012
50,Albert Ramos-Vinolas,24,830,30,2012
51,Lukas Lacko,25,827,25,2012
52,Bernard Tomic,20,825,27,2012
53,Michael Llodra,32,823,18,2012
54,Alejandro Falla,29,809,29,2012
55,Grega Zemlja,26,782,24,2012
56,Robin Haase,25,780,29,2012
57,Santiago Giraldo,25,778,23,2012
58,Paul-Henri Mathieu,30,763,24,2012
59,Yen-Hsun Lu,29,759,28,2012
60,Go Soeda,28,758,28,2012
61,Brian Baker,27,756,23,2012
62,Victor Hanescu,31,753,26,2012
63,Xavier Malisse,32,746,27,2012
64,Paolo Lorenzi,31,744,31,2012
65,Benjamin Becker,31,741,27,2012
66,Carlos Berlocq,29,720,32,2012
67,Gilles Muller,29,719,29,2012
68,Igor Sijsling,25,712,23,2012
69,Ryan Harrison,20,710,23,2012
70,Daniel Gimeno-Traver,27,704,29,2012
71,Leonardo Mayer,25,702,23,2012
72,Ivan Dodig,27,695,28,2012
73,Lukas Rosol,27,679,31,2012
74,Lukasz Kubot,30,675,27,2012
75,Bjorn Phau,33,668,25,2012
76,Guillermo Garcia-Lopez,29,667,29,2012
77,Gael Monfils,26,660,22,2012
78,Andrey Kuznetsov,21,660,23,2012
79,Tatsuma Ito,24,655,29,2012
80,Roberto Bautista Agut,24,648,25,2012
81,Evgeny Donskoy,22,637,27,2012
82,David Nalbandian,30,635,18,2012
83,Lleyton Hewitt,31,625,13,2012
84,Simone Bolelli,27,623,28,2012
85,Horacio Zeballos,27,615,27,2012
86,Aljaz Bedene,23,583,22,2012
87,Michael Russell,34,582,29,2012
88,Filippo Volandri,31,582,33,2012
89,Jurgen Zopp,24,579,22,2012
90,Olivier Rochus,31,577,32,2012
91,Ruben Ramirez Hidalgo,34,577,29,2012
92,Guillaume Rufin,22,574,27,2012
93,Steve Darcis,28,571,25,2012
94,Blaz Kavcic,25,569,29,2012
95,Flavio Cipolla,29,568,29,2012
96,Albert Montanes,32,565,26,2012
97,Guido Pella,22,564,22,2012
98,Tobias Kamke,26,563,29,2012
99,Adrian Ungur,27,557,28,2012
100,Ivo Karlovic,33,556,20,2012
1,Rafael Nadal,27,"13,030",20,2013
2,Novak Djokovic,26,"12,260",18,2013
3,David Ferrer,31,"5,800",24,2013
4,Andy Murray,26,"5,790",19,2013
5,Juan Martin del Potro,25,"5,255",21,2013
6,Roger Federer,32,"4,205",19,2013
7,Tomas Berdych,28,"4,180",24,2013
8,Stan Wawrinka,28,"3,730",25,2013
9,Richard Gasquet,27,"3,300",25,2013
10,Jo-Wilfried Tsonga,28,"3,065",21,2013
11,Milos Raonic,23,"2,860",24,2013
12,Tommy Haas,35,"2,435",26,2013
13,Nicolas Almagro,28,"2,290",23,2013
14,John Isner,28,"2,150",26,2013
15,Mikhail Youzhny,31,"2,145",26,2013
16,Fabio Fognini,26,"1,930",29,2013
17,Kei Nishikori,24,"1,915",21,2013
18,Tommy Robredo,31,"1,810",24,2013
19,Gilles Simon,29,"1,790",25,2013
20,Kevin Anderson,27,"1,685",23,2013
21,Jerzy Janowicz,23,"1,615",21,2013
22,Philipp Kohlschreiber,30,"1,525",27,2013
23,Grigor Dimitrov,22,"1,520",24,2013
24,Ernests Gulbis,25,"1,393",23,2013
25,Andreas Seppi,29,"1,360",29,2013
26,Benoit Paire,24,"1,345",32,2013
27,Jurgen Melzer,32,"1,315",27,2013
28,Feliciano Lopez,32,"1,310",22,2013
29,Dmitry Tursunov,31,"1,244",22,2013
30,Fernando Verdasco,30,"1,235",25,2013
31,Gael Monfils,27,"1,230",24,2013
32,Vasek Pospisil,23,"1,219",26,2013
33,Ivan Dodig,28,"1,190",25,2013
34,Jeremy Chardy,26,"1,175",25,2013
35,Julien Benneteau,32,"1,160",25,2013
36,Janko Tipsarevic,29,"1,130",27,2013
37,Marin Cilic,25,"1,130",21,2013
38,Marcel Granollers,27,"1,110",26,2013
39,Jarkko Nieminen,32,"1,090",29,2013
40,Florian Mayer,30,"1,065",29,2013
41,Carlos Berlocq,30,"1,020",26,2013
42,Juan Monaco,29,"1,015",26,2013
43,Robin Haase,26,977,29,2013
44,Radek Stepanek,35,970,22,2013
45,Denis Istomin,27,965,30,2013
46,Sam Querrey,26,960,25,2013
47,Lukas Rosol,28,956,33,2013
48,Pablo Andujar,27,946,32,2013
49,Joao Sousa,24,934,24,2013
50,Nicolas Mahut,31,918,18,2013
51,Bernard Tomic,21,910,26,2013
52,Edouard Roger-Vasselin,30,908,28,2013
53,Nikolay Davydenko,32,890,25,2013
54,Daniel Brands,26,836,24,2013
55,Federico Delbonis,23,836,20,2013
56,Horacio Zeballos,28,835,29,2013
57,Alexandr Dolgopolov,25,825,27,2013
58,Roberto Bautista Agut,25,810,24,2013
59,Adrian Mannarino,25,784,27,2013
60,Lleyton Hewitt,32,780,19,2013
61,Marinko Matosevic,28,774,25,2013
62,Guillermo Garcia-Lopez,30,768,26,2013
63,Albert Montanes,33,766,24,2013
64,Pablo Carreno Busta,22,739,28,2013
65,Yen-Hsun Lu,30,730,27,2013
66,Michal Przysiezny,29,730,26,2013
67,Mikhail Kukushkin,26,721,22,2013
68,Matthew Ebden,26,706,28,2013
69,Santiago Giraldo,26,703,31,2013
70,Igor Sijsling,26,697,29,2013
71,Filippo Volandri,32,694,25,2013
72,Lukasz Kubot,31,686,24,2013
73,Dudi Sela,28,681,21,2013
74,Tobias Kamke,27,663,27,2013
75,Viktor Troicki,27,660,23,2013
76,Teymuraz Gabashvili,28,651,30,2013
77,Daniel Gimeno-Traver,28,650,30,2013
78,Ivo Karlovic,34,647,20,2013
79,Benjamin Becker,32,637,32,2013
80,Victor Hanescu,32,636,27,2013
81,Lukas Lacko,26,625,26,2013
82,Andrey Golubev,26,620,25,2013
83,Albert Ramos-Vinolas,25,617,27,2013
84,Kenny De Schepper,26,617,32,2013
85,Jiri Vesely,20,616,22,2013
86,Julian Reister,27,612,20,2013
87,Marcos Baghdatis,28,605,24,2013
88,Alex Bogomolov Jr.,30,605,22,2013
89,Tim Smyczek,26,600,28,2013
90,Somdev Devvarman,28,599,21,2013
91,Alejandro Gonzalez,24,597,22,2013
92,Michael Russell,35,594,31,2013
93,Aleksandr Nedovyesov,26,586,28,2013
94,Leonardo Mayer,26,579,25,2013
95,Aljaz Bedene,24,573,23,2013
96,Donald Young,24,569,22,2013
97,Bradley Klahn,23,568,26,2013
98,Sergiy Stakhovsky,27,554,30,2013
99,Alejandro Falla,30,552,24,2013
100,Ryan Harrison,21,549,28,2013
1,Novak Djokovic,27,"11,360",17,2014
2,Roger Federer,33,"9,775",19,2014
3,Rafael Nadal,28,"6,835",19,2014
4,Stan Wawrinka,29,"5,370",19,2014
5,Kei Nishikori,24,"5,025",22,2014
6,Andy Murray,27,"4,675",22,2014
7,Tomas Berdych,29,"4,600",24,2014
8,Milos Raonic,24,"4,440",21,2014
9,Marin Cilic,26,"4,150",25,2014
10,David Ferrer,32,"4,045",26,2014
11,Grigor Dimitrov,23,"3,645",21,2014
12,Jo-Wilfried Tsonga,29,"2,740",20,2014
13,Ernests Gulbis,26,"2,455",24,2014
14,Feliciano Lopez,33,"2,130",27,2014
15,Roberto Bautista Agut,26,"2,110",24,2014
16,Kevin Anderson,28,"2,080",24,2014
17,Tommy Robredo,32,"2,015",26,2014
18,Gael Monfils,28,"1,900",20,2014
19,John Isner,29,"1,890",24,2014
20,Fabio Fognini,27,"1,790",26,2014
21,Gilles Simon,30,"1,730",25,2014
22,David Goffin,24,"1,599",26,2014
23,Alexandr Dolgopolov,26,"1,455",25,2014
24,Philipp Kohlschreiber,31,"1,415",30,2014
25,Julien Benneteau,33,"1,365",24,2014
26,Richard Gasquet,28,"1,350",23,2014
27,Ivo Karlovic,35,"1,320",28,2014
28,Leonardo Mayer,27,"1,299",22,2014
29,Jeremy Chardy,27,"1,240",27,2014
30,Pablo Cuevas,28,"1,222",23,2014
31,Lukas Rosol,29,"1,210",31,2014
32,Santiago Giraldo,27,"1,175",28,2014
33,Fernando Verdasco,31,"1,135",23,2014
34,Martin Klizan,25,"1,094",21,2014
35,Sam Querrey,27,"1,090",25,2014
36,Guillermo Garcia-Lopez,31,"1,040",28,2014
37,Steve Johnson,25,999,27,2014
38,Yen-Hsun Lu,31,993,25,2014
39,Dominic Thiem,21,989,24,2014
40,Benjamin Becker,33,973,30,2014
41,Pablo Andujar,28,950,26,2014
42,Jack Sock,22,934,23,2014
43,Jerzy Janowicz,24,915,24,2014
44,Adrian Mannarino,26,898,32,2014
45,Andreas Seppi,30,870,30,2014
46,Marcel Granollers,28,860,29,2014
47,Gilles Muller,31,855,22,2014
48,Mikhail Youzhny,32,850,26,2014
49,Denis Istomin,28,850,27,2014
50,Lleyton Hewitt,33,845,19,2014
51,Pablo Carreno Busta,23,841,30,2014
52,Nick Kyrgios,19,830,13,2014
53,Vasek Pospisil,24,830,27,2014
54,Joao Sousa,25,822,34,2014
55,Simone Bolelli,29,810,22,2014
56,Bernard Tomic,22,797,20,2014
57,Donald Young,25,796,26,2014
58,Sergiy Stakhovsky,28,781,28,2014
59,Jan-Lennard Struff,24,781,25,2014
60,Federico Delbonis,24,775,30,2014
61,Diego Schwartzman,22,775,25,2014
62,Juan Monaco,30,770,21,2014
63,Albert Ramos-Vinolas,26,761,31,2014
64,Paolo Lorenzi,33,759,26,2014
65,Thomaz Bellucci,26,753,21,2014
66,Jiri Vesely,21,743,27,2014
67,Teymuraz Gabashvili,29,730,27,2014
68,Radek Stepanek,36,715,21,2014
69,Dusan Lajovic,24,711,22,2014
70,Mikhail Kukushkin,27,705,28,2014
71,Nicolas Almagro,29,700,20,2014
72,Carlos Berlocq,31,700,23,2014
73,Jarkko Nieminen,33,693,29,2014
74,Andrey Golubev,27,691,26,2014
75,Marinko Matosevic,29,682,24,2014
76,Malek Jaziri,30,676,31,2014
77,Tommy Haas,36,675,20,2014
78,Victor Estrella Burgos,34,659,24,2014
79,Peter Gojowczyk,25,641,21,2014
80,Blaz Rola,24,632,30,2014
81,Sam Groth,27,625,27,2014
82,Andreas Haider-Maurer,27,621,28,2014
83,Robin Haase,27,620,31,2014
84,Igor Sijsling,27,619,37,2014
85,Marcos Baghdatis,29,610,17,2014
86,Ricardas Berankis,24,605,24,2014
87,Edouard Roger-Vasselin,31,600,28,2014
88,Alejandro Falla,31,596,25,2014
89,Dustin Brown,30,596,31,2014
90,Joao Souza,26,593,25,2014
91,Alejandro Gonzalez,25,582,30,2014
92,Andrey Kuznetsov,23,580,19,2014
93,Tatsuma Ito,26,576,24,2014
94,Lukas Lacko,27,576,28,2014
95,Ivan Dodig,29,575,24,2014
96,Paul-Henri Mathieu,32,565,25,2014
97,Tobias Kamke,28,564,28,2014
98,Dudi Sela,29,560,26,2014
99,Go Soeda,30,559,24,2014
100,Filip Krajinovic,22,558,26,2014
1,Novak Djokovic,28,"16,585",18,2015
2,Andy Murray,28,"8,945",20,2015
3,Roger Federer,34,"8,265",18,2015
4,Stan Wawrinka,30,"6,865",23,2015
5,Rafael Nadal,29,"5,230",23,2015
6,Tomas Berdych,30,"4,620",22,2015
7,David Ferrer,33,"4,305",20,2015
8,Kei Nishikori,25,"4,235",21,2015
9,Richard Gasquet,29,"2,850",20,2015
10,Jo-Wilfried Tsonga,30,"2,635",18,2015
11,John Isner,30,"2,495",25,2015
12,Kevin Anderson,29,"2,475",25,2015
13,Marin Cilic,27,"2,405",22,2015
14,Milos Raonic,25,"2,170",20,2015
15,Gilles Simon,31,"2,145",24,2015
16,David Goffin,25,"1,880",26,2015
17,Feliciano Lopez,34,"1,690",26,2015
18,Bernard Tomic,23,"1,675",29,2015
19,Benoit Paire,26,"1,633",30,2015
20,Dominic Thiem,22,"1,600",30,2015
21,Fabio Fognini,28,"1,515",26,2015
22,Viktor Troicki,29,"1,487",30,2015
23,Ivo Karlovic,36,"1,485",26,2015
24,Gael Monfils,29,"1,485",22,2015
25,Roberto Bautista Agut,27,"1,480",29,2015
26,Jack Sock,23,"1,465",21,2015
27,Guillermo Garcia-Lopez,32,"1,430",27,2015
28,Grigor Dimitrov,24,"1,360",23,2015
29,Andreas Seppi,31,"1,360",26,2015
30,Nick Kyrgios,20,"1,260",20,2015
31,Jeremy Chardy,28,"1,255",28,2015
32,Steve Johnson,26,"1,240",29,2015
33,Joao Sousa,26,"1,191",31,2015
34,Philipp Kohlschreiber,32,"1,185",25,2015
35,Leonardo Mayer,28,"1,150",25,2015
36,Alexandr Dolgopolov,27,"1,135",26,2015
37,Thomaz Bellucci,27,"1,105",30,2015
38,Gilles Muller,32,"1,105",25,2015
39,Vasek Pospisil,25,"1,075",24,2015
40,Pablo Cuevas,29,"1,065",27,2015
41,Jiri Vesely,22,"1,057",32,2015
42,Tommy Robredo,33,"1,000",21,2015
43,Martin Klizan,26,980,30,2015
44,Borna Coric,19,941,30,2015
45,Aljaz Bedene,26,939,22,2015
46,Marcos Baghdatis,30,933,23,2015
47,Adrian Mannarino,27,930,32,2015
48,Donald Young,26,907,24,2015
49,Fernando Verdasco,32,900,26,2015
50,Teymuraz Gabashvili,30,863,30,2015
51,Hyeon Chung,19,817,23,2015
52,Federico Delbonis,25,815,26,2015
53,Juan Monaco,31,810,21,2015
54,Albert Ramos-Vinolas,27,798,29,2015
55,Lukas Rosol,30,797,31,2015
56,Victor Estrella Burgos,35,797,25,2015
57,Jerzy Janowicz,25,795,26,2015
58,Simone Bolelli,30,790,27,2015
59,Sam Querrey,28,785,24,2015
60,Sam Groth,28,782,26,2015
61,Denis Istomin,29,781,29,2015
62,Sergiy Stakhovsky,29,780,31,2015
63,Andreas Haider-Maurer,28,775,29,2015
64,Pablo Andujar,29,770,24,2015
65,Mikhail Kukushkin,28,762,26,2015
66,Robin Haase,28,740,27,2015
67,Pablo Carreno Busta,24,734,32,2015
68,Paolo Lorenzi,34,725,35,2015
69,Denis Kudla,23,719,26,2015
70,Santiago Giraldo,28,716,30,2015
71,Nicolas Mahut,33,710,20,2015
72,Inigo Cervantes,26,703,29,2015
73,Nicolas Almagro,30,694,23,2015
74,Guido Pella,25,693,25,2015
75,Daniel Munoz de la Nava,33,681,22,2015
76,Dusan Lajovic,25,678,28,2015
77,Yen-Hsun Lu,32,674,28,2015
78,Lucas Pouille,21,672,22,2015
79,Andrey Kuznetsov,24,663,22,2015
80,Thanasi Kokkinakis,19,656,20,2015
81,Ernests Gulbis,27,655,25,2015
82,Damir Dzumhur,23,649,27,2015
83,Alexander Zverev,18,647,24,2015
84,Marcel Granollers,29,645,30,2015
85,Ricardas Berankis,25,641,28,2015
86,Steve Darcis,31,638,21,2015
87,Ivan Dodig,30,636,21,2015
88,Diego Schwartzman,23,624,29,2015
89,Rajeev Ram,31,623,17,2015
90,Marco Cecchinato,23,618,23,2015
91,Evgeny Donskoy,25,615,28,2015
92,John Millman,26,611,25,2015
93,Yuki Bhambri,23,610,21,2015
94,Illya Marchenko,28,605,25,2015
95,Paul-Henri Mathieu,33,604,25,2015
96,Taro Daniel,22,603,26,2015
97,Benjamin Becker,34,591,28,2015
98,Daniel Gimeno-Traver,30,590,26,2015
99,Thiemo de Bakker,27,587,26,2015
100,Dudi Sela,30,578,21,2015
1,Andy Murray,29,"12,410",16,2016
2,Novak Djokovic,29,"11,780",17,2016
3,Milos Raonic,25,"5,450",19,2016
4,Stan Wawrinka,31,"5,315",21,2016
5,Kei Nishikori,26,"4,905",20,2016
6,Marin Cilic,28,"3,650",22,2016
7,Gael Monfils,30,"3,625",18,2016
8,Dominic Thiem,23,"3,415",28,2016
9,Rafael Nadal,30,"3,300",16,2016
10,Tomas Berdych,31,"3,060",21,2016
11,David Goffin,26,"2,750",24,2016
12,Jo-Wilfried Tsonga,31,"2,550",17,2016
13,Nick Kyrgios,21,"2,460",20,2016
14,Roberto Bautista Agut,28,"2,350",25,2016
15,Lucas Pouille,22,"2,156",24,2016
16,Roger Federer,35,"2,130",15,2016
17,Grigor Dimitrov,25,"2,035",25,2016
18,Richard Gasquet,30,"1,885",20,2016
19,John Isner,31,"1,850",21,2016
20,Ivo Karlovic,37,"1,795",24,2016
21,David Ferrer,34,"1,785",22,2016
22,Pablo Cuevas,30,"1,780",25,2016
23,Jack Sock,24,"1,710",19,2016
24,Alexander Zverev,19,"1,655",24,2016
25,Gilles Simon,31,"1,585",25,2016
26,Bernard Tomic,24,"1,465",25,2016
27,Albert Ramos-Vinolas,28,"1,435",32,2016
28,Feliciano Lopez,35,"1,410",25,2016
29,Viktor Troicki,30,"1,385",28,2016
30,Pablo Carreno Busta,25,"1,370",28,2016
31,Sam Querrey,29,"1,355",25,2016
32,Philipp Kohlschreiber,33,"1,325",23,2016
33,Steve Johnson,27,"1,320",28,2016
34,Gilles Muller,33,"1,255",24,2016
35,Martin Klizan,27,"1,230",22,2016
36,Marcos Baghdatis,31,"1,140",23,2016
37,Marcel Granollers,30,"1,136",28,2016
38,Juan Martin del Potro,28,"1,110",14,2016
39,Nicolas Mahut,34,"1,102",21,2016
40,Paolo Lorenzi,35,"1,090",31,2016
41,Federico Delbonis,26,"1,040",23,2016
42,Fernando Verdasco,33,"1,035",27,2016
43,Joao Sousa,27,"1,030",32,2016
44,Nicolas Almagro,31,"1,013",26,2016
45,Kyle Edmund,21,"1,001",23,2016
46,Andrey Kuznetsov,25,970,21,2016
47,Benoit Paire,27,960,32,2016
48,Borna Coric,20,945,21,2016
49,Fabio Fognini,29,945,24,2016
50,Florian Mayer,33,903,18,2016
51,Mischa Zverev,29,874,26,2016
52,Diego Schwartzman,24,864,24,2016
53,Karen Khachanov,20,863,26,2016
54,Stephane Robert,36,854,27,2016
55,Jiri Vesely,23,848,24,2016
56,Facundo Bagnis,26,835,29,2016
57,Mikhail Youzhny,34,826,26,2016
58,Malek Jaziri,32,814,30,2016
59,Robin Haase,29,795,28,2016
60,Adrian Mannarino,28,791,31,2016
61,Thomaz Bellucci,28,771,24,2016
62,Alexandr Dolgopolov,28,760,19,2016
63,Jan-Lennard Struff,26,758,31,2016
64,Yen-Hsun Lu,33,754,18,2016
65,Juan Monaco,32,740,15,2016
66,Daniel Evans,26,736,22,2016
67,Kevin Anderson,30,735,23,2016
68,Gerald Melzer,26,728,27,2016
69,Jeremy Chardy,29,725,24,2016
70,Guillermo Garcia-Lopez,33,725,31,2016
71,Horacio Zeballos,31,722,31,2016
72,Dustin Brown,32,710,21,2016
73,Paul-Henri Mathieu,34,710,25,2016
74,Illya Marchenko,29,705,25,2016
75,Adam Pavlasek,22,704,25,2016
76,Taylor Fritz,19,701,27,2016
77,Damir Dzumhur,24,699,26,2016
78,Pierre-Hugues Herbert,25,698,18,2016
79,Jordan Thompson,22,689,30,2016
80,Guido Pella,26,685,21,2016
81,Gastao Elias,26,675,29,2016
82,Thiago Monteiro,22,674,23,2016
83,Renzo Olivo,24,670,23,2016
84,John Millman,27,665,25,2016
85,Konstantin Kravchuk,31,660,25,2016
86,Steve Darcis,32,658,16,2016
87,Andreas Seppi,32,655,23,2016
88,Donald Young,27,651,24,2016
89,Mikhail Kukushkin,29,634,23,2016
90,Ryan Harrison,24,632,23,2016
91,Santiago Giraldo,29,632,28,2016
92,Ricardas Berankis,26,630,24,2016
93,Dusan Lajovic,26,627,27,2016
94,Nikoloz Basilashvili,24,618,26,2016
95,Carlos Berlocq,33,617,20,2016
96,Dudi Sela,31,616,25,2016
97,Radu Albot,27,614,32,2016
98,Rogerio Dutra Silva,32,613,32,2016
99,Daniil Medvedev,20,611,26,2016
100,Yoshihito Nishioka,21,604,29,2016
1,Rafael Nadal,31,"10,645",18,2017
2,Roger Federer,36,"9,605",17,2017
3,Grigor Dimitrov,26,"5,150",23,2017
4,Alexander Zverev,20,"4,610",25,2017
5,Dominic Thiem,24,"4,015",27,2017
6,Marin Cilic,29,"3,805",22,2017
7,David Goffin,27,"3,775",26,2017
8,Jack Sock,25,"3,165",22,2017
9,Stan Wawrinka,32,"3,150",15,2017
10,Pablo Carreno Busta,26,"2,615",25,2017
11,Juan Martin del Potro,29,"2,595",19,2017
12,Novak Djokovic,30,"2,585",16,2017
13,Sam Querrey,30,"2,535",23,2017
14,Kevin Anderson,31,"2,480",22,2017
15,Jo-Wilfried Tsonga,32,"2,320",20,2017
16,Andy Murray,30,"2,290",16,2017
17,John Isner,32,"2,265",24,2017
18,Lucas Pouille,23,"2,235",24,2017
19,Tomas Berdych,32,"2,095",19,2017
20,Roberto Bautista Agut,29,"2,015",24,2017
21,Nick Kyrgios,22,"2,010",19,2017
22,Kei Nishikori,27,"1,885",19,2017
23,Albert Ramos-Vinolas,29,"1,845",30,2017
24,Milos Raonic,26,"1,795",20,2017
25,Gilles Muller,34,"1,695",22,2017
26,Diego Schwartzman,25,"1,675",27,2017
27,Fabio Fognini,30,"1,670",24,2017
28,Adrian Mannarino,29,"1,635",29,2017
29,Philipp Kohlschreiber,34,"1,440",22,2017
30,Damir Dzumhur,25,"1,391",28,2017
31,Richard Gasquet,31,"1,375",21,2017
32,Pablo Cuevas,31,"1,370",25,2017
33,Mischa Zverev,30,"1,302",31,2017
34,Filip Krajinovic,25,"1,298",26,2017
35,Fernando Verdasco,34,"1,295",25,2017
36,Feliciano Lopez,36,"1,295",25,2017
37,David Ferrer,35,"1,290",23,2017
38,Alexandr Dolgopolov,29,"1,231",24,2017
39,Andrey Rublev,20,"1,229",22,2017
40,Yuichi Sugita,29,"1,219",27,2017
41,Benoit Paire,28,"1,155",33,2017
42,Robin Haase,30,"1,130",30,2017
43,Paolo Lorenzi,36,"1,095",34,2017
44,Steve Johnson,28,"1,055",26,2017
45,Karen Khachanov,21,"1,030",28,2017
46,Gael Monfils,31,"1,015",17,2017
47,Ryan Harrison,25,"1,010",26,2017
48,Borna Coric,21,"1,001",28,2017
49,Aljaz Bedene,28,993,21,2017
50,Kyle Edmund,22,992,27,2017
51,Denis Shapovalov,18,981,23,2017
52,Leonardo Mayer,30,909,18,2017
53,Jan-Lennard Struff,27,898,32,2017
54,Jared Donaldson,21,890,27,2017
55,Viktor Troicki,31,880,28,2017
56,Julien Benneteau,36,855,19,2017
57,Joao Sousa,28,850,30,2017
58,Hyeon Chung,21,844,21,2017
59,Nikoloz Basilashvili,25,826,30,2017
60,Peter Gojowczyk,28,817,21,2017
61,Donald Young,28,816,24,2017
62,Jiri Vesely,24,815,26,2017
63,Denis Istomin,31,809,23,2017
64,Guido Pella,27,774,23,2017
65,Daniil Medvedev,21,772,25,2017
66,Horacio Zeballos,32,768,30,2017
67,Dudi Sela,32,755,23,2017
68,Federico Delbonis,27,755,19,2017
69,Florian Mayer,34,718,21,2017
70,Guillermo Garcia-Lopez,34,714,29,2017
71,Yen-Hsun Lu,34,704,24,2017
72,Evgeny Donskoy,27,704,28,2017
73,Thomas Fabbiano,28,701,26,2017
74,Mikhail Kukushkin,29,693,24,2017
75,Dusan Lajovic,27,687,27,2017
76,Matthew Ebden,30,670,21,2017
77,Steve Darcis,33,667,22,2017
78,Jeremy Chardy,30,665,27,2017
79,Frances Tiafoe,19,662,25,2017
80,Ivo Karlovic,38,660,23,2017
81,Pierre-Hugues Herbert,26,652,23,2017
82,Cedrik-Marcel Stebe,27,651,21,2017
83,Victor Estrella Burgos,37,648,24,2017
84,Mikhail Youzhny,35,633,26,2017
85,Marton Fucsovics,25,630,24,2017
86,Andreas Seppi,33,616,24,2017
87,Radu Albot,28,616,30,2017
88,Laslo Djere,22,612,28,2017
89,Gilles Simon,32,610,26,2017
90,Maximilian Marterer,22,608,28,2017
91,Stefanos Tsitsipas,19,606,30,2017
92,Lukas Lacko,30,605,24,2017
93,Marius Copil,27,601,25,2017
94,Jordan Thompson,23,593,26,2017
95,Nicolas Kicker,25,590,26,2017
96,Tennys Sandgren,26,583,31,2017
97,Blaz Kavcic,30,581,26,2017
98,Malek Jaziri,33,580,32,2017
99,Taro Daniel,24,579,26,2017
100,Gerald Melzer,27,572,24,2017
1,Novak Djokovic,31,"9,045",17,2018
2,Rafael Nadal,32,"7,480",13,2018
3,Roger Federer,37,"6,420",17,2018
4,Alexander Zverev,21,"6,385",21,2018
5,Juan Martin del Potro,30,"5,300",18,2018
6,Kevin Anderson,32,"4,710",20,2018
7,Marin Cilic,30,"4,250",19,2018
8,Dominic Thiem,25,"4,095",25,2018
9,Kei Nishikori,29,"3,590",24,2018
10,John Isner,33,"3,155",23,2018
11,Karen Khachanov,22,"2,835",25,2018
12,Borna Coric,22,"2,480",20,2018
13,Fabio Fognini,31,"2,315",25,2018
14,Kyle Edmund,23,"2,150",23,2018
15,Stefanos Tsitsipas,20,"2,095",30,2018
16,Daniil Medvedev,22,"1,977",27,2018
17,Diego Schwartzman,26,"1,880",26,2018
18,Milos Raonic,28,"1,855",20,2018
19,Grigor Dimitrov,27,"1,835",20,2018
20,Marco Cecchinato,26,"1,819",30,2018
21,Nikoloz Basilashvili,26,"1,795",29,2018
22,David Goffin,28,"1,785",20,2018
23,Pablo Carreno Busta,27,"1,705",22,2018
24,Roberto Bautista Agut,30,"1,605",24,2018
25,Hyeon Chung,22,"1,585",23,2018
26,Richard Gasquet,32,"1,535",25,2018
27,Denis Shapovalov,19,"1,440",27,2018
28,Fernando Verdasco,35,"1,410",28,2018
29,Gael Monfils,32,"1,400",24,2018
30,Gilles Simon,34,"1,370",28,2018
31,Alex de Minaur,19,"1,298",26,2018
32,Lucas Pouille,24,"1,245",23,2018
33,Steve Johnson,29,"1,190",25,2018
34,Philipp Kohlschreiber,35,"1,125",23,2018
35,Nick Kyrgios,23,"1,125",21,2018
36,Marton Fucsovics,26,"1,122",27,2018
37,Andreas Seppi,34,"1,106",24,2018
38,John Millman,29,"1,083",23,2018
39,Frances Tiafoe,20,"1,080",25,2018
40,Jeremy Chardy,31,"1,050",25,2018
41,Martin Klizan,29,"1,050",20,2018
