ranking,player,age,points,tourn_played,year
1,Stefan Edberg,25,0,0,1991
2,Jim Courier,21,0,0,1991
3,Boris Becker,24,0,0,1991
4,Michael Stich,23,0,0,1991
5,Ivan Lendl,31,0,0,1991
6,Pete Sampras,20,0,0,1991
7,Guy Forget,26,0,0,1991
8,Karel Novacek,26,0,0,1991
9,Petr Korda,23,0,0,1991
10,Andre Agassi,21,0,0,1991
11,Sergi Bruguera,20,0,0,1991
12,Magnus Gustafsson,24,0,0,1991
13,Derrick Rostagno,26,0,0,1991
14,Emilio Sanchez,26,0,0,1991
15,Michael Chang,19,0,0,1991
16,Goran Ivanisevic,20,0,0,1991
17,David Wheaton,22,0,0,1991
18,Goran Prpic,27,0,0,1991
19,Brad Gilbert,30,0,0,1991
20,Jakob Hlasek,27,0,0,1991
21,Andrei Cherkasov,21,0,0,1991
22,Alberto Mancini,22,0,0,1991
23,Jordi Arrese,27,0,0,1991
24,Omar Camporese,23,0,0,1991
25,Alexander Volkov,24,0,0,1991
26,Jan Siemerink,21,0,0,1991
27,Richey Reneberg,26,0,0,1991
28,John McEnroe,32,0,0,1991
29,Jonas Svensson,25,0,0,1991
30,Francisco Clavet,23,0,0,1991
31,Andrei Chesnokov,25,0,0,1991
32,Javier Sanchez,23,0,0,1991
33,Horst Skoff,23,0,0,1991
34,Aaron Krickstein,24,0,0,1991
35,Thomas Muster,24,0,0,1991
36,Patrick McEnroe,25,0,0,1991
37,Paul Haarhuis,25,0,0,1991
38,Carl-Uwe Steeb,24,0,0,1991
39,Olivier Delaitre,24,0,0,1991
40,Guillermo Perez-Roldan,22,0,0,1991
41,Wayne Ferreira,20,0,0,1991
42,Cristiano Caratti,21,0,0,1991
43,Fabrice Santoro,19,0,0,1991
44,Christian Bergstrom,24,0,0,1991
45,Richard Krajicek,20,0,0,1991
46,Martin Jaite,27,0,0,1991
47,Anders Jarryd,30,0,0,1991
48,Thierry Champion,25,0,0,1991
49,Jimmy Connors,39,0,0,1991
50,MaliVai Washington,22,0,0,1991
51,Cedric Pioline,22,0,0,1991
52,Renzo Furlan,21,0,0,1991
53,Jaime Yzaga,24,0,0,1991
54,Arnaud Boetsch,22,0,0,1991
55,Carlos Costa,23,0,0,1991
56,Wally Masur,28,0,0,1991
57,Markus Zoecke,23,0,0,1991
58,Kevin Curren,33,0,0,1991
59,Frederic Fontang,21,0,0,1991
60,Marc Rosset,21,0,0,1991
61,Magnus Larsson,21,0,0,1991
62,Amos Mansdorf,26,0,0,1991
63,Jimmy Arias,27,0,0,1991
64,Jaime Oncins,21,0,0,1991
65,Stefano Pescosolido,20,0,0,1991
66,Gabriel Markus,21,0,0,1991
67,Javier Frana,25,0,0,1991
68,Christo Van Rensburg,29,0,0,1991
69,Shuzo Matsuoka,24,0,0,1991
70,Andres Gomez,31,0,0,1991
71,Mark Koevermans,23,0,0,1991
72,Bryan Shelton,26,0,0,1991
73,Jean-Philippe Fleurian,26,0,0,1991
74,Ronald Agenor,27,0,0,1991
75,Jason Stoltenberg,21,0,0,1991
76,Gianluca Pozzi,26,0,0,1991
77,Todd Woodbridge,20,0,0,1991
78,Lars Jonsson,21,0,0,1991
79,Grant Connell,26,0,0,1991
80,Nicklas Kulti,20,0,0,1991
81,German Lopez,20,0,0,1991
82,Patrick Baur,26,0,0,1991
83,Christian Miniussi,24,0,0,1991
84,Christian Saceanu,23,0,0,1991
85,Michiel Schapers,32,0,0,1991
86,Patrik Kuhnen,25,0,0,1991
87,Jim Grabb,27,0,0,1991
88,Mark Woodforde,26,0,0,1991
89,Lars Koslowski,20,0,0,1991
90,Bart Wuyts,22,0,0,1991
91,Darren Cahill,26,0,0,1991
92,Rodolphe Gilbert,23,0,0,1991
93,Roberto Azar,25,0,0,1991
94,Jan Gunnarsson,29,0,0,1991
95,Richard Fromberg,21,0,0,1991
96,Tomas Carbonell,23,0,0,1991
97,Marian Vajda,26,0,0,1991
98,Veli Paloheimo,24,0,0,1991
99,Eduardo Masso,27,0,0,1991
100,Fernando Roese,26,0,0,1991
1,Jim Courier,22,0,0,1992
2,Stefan Edberg,26,0,0,1992
3,Pete Sampras,21,0,0,1992
4,Goran Ivanisevic,21,0,0,1992
5,Boris Becker,25,0,0,1992
6,Michael Chang,20,0,0,1992
7,Petr Korda,24,0,0,1992
8,Ivan Lendl,32,0,0,1992
9,Andre Agassi,22,0,0,1992
10,Richard Krajicek,21,0,0,1992
11,Guy Forget,27,0,0,1992
12,Wayne Ferreira,21,0,0,1992
13,MaliVai Washington,23,0,0,1992
14,Carlos Costa,24,0,0,1992
15,Michael Stich,24,0,0,1992
16,Sergi Bruguera,21,0,0,1992
17,Alexander Volkov,25,0,0,1992
18,Thomas Muster,25,0,0,1992
19,Henrik Holm,24,0,0,1992
20,John McEnroe,33,0,0,1992
21,Emilio Sanchez,27,0,0,1992
22,Francisco Clavet,24,0,0,1992
23,Karel Novacek,27,0,0,1992
24,Andrei Medvedev,18,0,0,1992
25,Amos Mansdorf,27,0,0,1992
26,Brad Gilbert,31,0,0,1992
27,Arnaud Boetsch,23,0,0,1992
28,Aaron Krickstein,25,0,0,1992
29,Carl-Uwe Steeb,25,0,0,1992
30,Andrei Chesnokov,26,0,0,1992
31,Alberto Mancini,23,0,0,1992
32,Andrei Cherkasov,22,0,0,1992
33,Cedric Pioline,23,0,0,1992
34,Magnus Larsson,22,0,0,1992
35,Marc Rosset,22,0,0,1992
36,Jakob Hlasek,28,0,0,1992
37,Jordi Arrese,28,0,0,1992
38,Wally Masur,29,0,0,1992
39,Paul Haarhuis,26,0,0,1992
40,Mark Woodforde,27,0,0,1992
41,Javier Sanchez,24,0,0,1992
42,Omar Camporese,24,0,0,1992
43,Fabrice Santoro,20,0,0,1992
44,David Wheaton,23,0,0,1992
45,Jeff Tarango,24,0,0,1992
46,Franco Davin,22,0,0,1992
47,Magnus Gustafsson,25,0,0,1992
48,Jaime Oncins,22,0,0,1992
49,Jaime Yzaga,25,0,0,1992
50,Guillermo Perez-Roldan,23,0,0,1992
51,Luiz Mattar,29,0,0,1992
52,Bernd Karbacher,24,0,0,1992
53,Renzo Furlan,22,0,0,1992
54,Todd Woodbridge,21,0,0,1992
55,Jim Grabb,28,0,0,1992
56,Gabriel Markus,22,0,0,1992
57,Jan Siemerink,22,0,0,1992
58,Christian Bergstrom,25,0,0,1992
59,Luis Herrera,21,0,0,1992
60,Marcelo Filippini,25,0,0,1992
61,Henri Leconte,29,0,0,1992
62,Stefano Pescosolido,21,0,0,1992
63,Thomas Enqvist,18,0,0,1992
64,Shuzo Matsuoka,25,0,0,1992
65,Tomas Carbonell,24,0,0,1992
66,Goran Prpic,28,0,0,1992
67,Marcos Ondruska,20,0,0,1992
68,Gianluca Pozzi,27,0,0,1992
69,Kenneth Carlsen,19,0,0,1992
70,Rodolphe Gilbert,24,0,0,1992
71,Sandon Stolle,22,0,0,1992
72,Francisco Roig,24,0,0,1992
73,Brett Steven,23,0,0,1992
74,Bart Wuyts,23,0,0,1992
75,Derrick Rostagno,27,0,0,1992
76,Olivier Delaitre,25,0,0,1992
77,Markus Naewie,22,0,0,1992
78,Jacco Eltingh,22,0,0,1992
79,Nicklas Kulti,21,0,0,1992
80,Andrei Olhovskiy,26,0,0,1992
81,Jonas Svensson,26,0,0,1992
82,Gilbert Schaller,23,0,0,1992
83,Richard Fromberg,22,0,0,1992
84,Jimmy Connors,40,0,0,1992
85,Jonathan Stark,21,0,0,1992
86,Alex Corretja,18,0,0,1992
87,Todd Martin,22,0,0,1992
88,Diego Nargiso,22,0,0,1992
89,Patrik Kuhnen,26,0,0,1992
90,Karsten Braasch,25,0,0,1992
91,Martin Damm,20,0,0,1992
92,Horst Skoff,24,0,0,1992
93,Guillaume Raoux,22,0,0,1992
94,Simon Youl,27,0,0,1992
95,Richey Reneberg,27,0,0,1992
96,Roberto Azar,26,0,0,1992
97,Claudio Mezzadri,27,0,0,1992
98,Thierry Champion,26,0,0,1992
99,Leonardo Lavalle,25,0,0,1992
100,Bryan Shelton,27,0,0,1992
1,Pete Sampras,22,0,0,1993
2,Michael Stich,25,0,0,1993
3,Jim Courier,23,0,0,1993
4,Sergi Bruguera,22,0,0,1993
5,Stefan Edberg,27,0,0,1993
6,Andrei Medvedev,19,0,0,1993
7,Goran Ivanisevic,22,0,0,1993
8,Michael Chang,21,0,0,1993
9,Thomas Muster,26,0,0,1993
10,Cedric Pioline,24,0,0,1993
11,Boris Becker,26,0,0,1993
12,Petr Korda,25,0,0,1993
13,Todd Martin,23,0,0,1993
14,Magnus Gustafsson,26,0,0,1993
15,Richard Krajicek,22,0,0,1993
16,Marc Rosset,23,0,0,1993
17,Karel Novacek,28,0,0,1993
18,Alexander Volkov,26,0,0,1993
19,Ivan Lendl,33,0,0,1993
20,Arnaud Boetsch,24,0,0,1993
21,Wally Masur,30,0,0,1993
22,Wayne Ferreira,22,0,0,1993
23,MaliVai Washington,24,0,0,1993
24,Andre Agassi,23,0,0,1993
25,Amos Mansdorf,28,0,0,1993
26,Carlos Costa,25,0,0,1993
27,Andrei Chesnokov,27,0,0,1993
28,Mark Woodforde,28,0,0,1993
29,Mikael Pernfors,30,0,0,1993
30,Richey Reneberg,28,0,0,1993
31,Jaime Yzaga,26,0,0,1993
32,Marc-Kevin Goellner,23,0,0,1993
33,Jonas Svensson,27,0,0,1993
34,Javier Sanchez,25,0,0,1993
35,Brad Gilbert,32,0,0,1993
36,Alberto Berasategui,20,0,0,1993
37,Andrei Cherkasov,23,0,0,1993
38,Jonathan Stark,22,0,0,1993
39,Magnus Larsson,23,0,0,1993
40,Richard Fromberg,23,0,0,1993
41,Emilio Sanchez,28,0,0,1993
42,Paul Haarhuis,27,0,0,1993
43,Brett Steven,24,0,0,1993
44,Jason Stoltenberg,23,0,0,1993
45,Aaron Krickstein,26,0,0,1993
46,Nicklas Kulti,22,0,0,1993
47,Marcos Ondruska,21,0,0,1993
48,Henrik Holm,25,0,0,1993
49,Javier Frana,27,0,0,1993
50,Greg Rusedski,20,0,0,1993
51,Younes El Aynaoui,22,0,0,1993
52,Christian Bergstrom,26,0,0,1993
53,Jan Siemerink,23,0,0,1993
54,David Wheaton,24,0,0,1993
55,Fabrice Santoro,21,0,0,1993
56,Jordi Burillo,21,0,0,1993
57,Bernd Karbacher,25,0,0,1993
58,Ronald Agenor,29,0,0,1993
59,Stefano Pescosolido,22,0,0,1993
60,Andrea Gaudenzi,20,0,0,1993
61,Jordi Arrese,29,0,0,1993
62,Karsten Braasch,26,0,0,1993
63,Jacco Eltingh,23,0,0,1993
64,Jamie Morgan,22,0,0,1993
65,Andrei Olhovskiy,27,0,0,1993
66,Patrick Rafter,20,0,0,1993
67,Anders Jarryd,32,0,0,1993
68,Slava Dosedel,23,0,0,1993
69,Chuck Adams,22,0,0,1993
70,Luiz Mattar,30,0,0,1993
71,Jakob Hlasek,29,0,0,1993
72,Renzo Furlan,23,0,0,1993
73,Patrick McEnroe,27,0,0,1993
74,Horst Skoff,25,0,0,1993
75,Stephane Simian,26,0,0,1993
76,Alex Corretja,19,0,0,1993
77,David Prinosil,20,0,0,1993
78,Gilbert Schaller,24,0,0,1993
79,Horacio De La Pena,27,0,0,1993
80,Martin Damm,21,0,0,1993
81,Rodolphe Gilbert,25,0,0,1993
82,Guillermo Perez-Roldan,24,0,0,1993
83,Olivier Delaitre,26,0,0,1993
84,Byron Black,24,0,0,1993
85,Guillaume Raoux,23,0,0,1993
86,Grant Stafford,22,0,0,1993
87,Marcelo Filippini,26,0,0,1993
88,Thomas Enqvist,19,0,0,1993
89,Tomas Carbonell,25,0,0,1993
90,Alex Antonitsch,27,0,0,1993
91,Jeff Tarango,25,0,0,1993
92,Kenneth Carlsen,20,0,0,1993
93,Derrick Rostagno,28,0,0,1993
94,Carl-Uwe Steeb,26,0,0,1993
95,David Rikl,22,0,0,1993
96,Jonas Bjorkman,21,0,0,1993
97,Bryan Shelton,28,0,0,1993
98,Jeremy Bates,31,0,0,1993
99,Fernando Meligeni,22,0,0,1993
100,Francisco Clavet,25,0,0,1993
1,Pete Sampras,23,0,0,1994
2,Andre Agassi,24,0,0,1994
3,Boris Becker,27,0,0,1994
4,Sergi Bruguera,23,0,0,1994
5,Goran Ivanisevic,23,0,0,1994
6,Michael Chang,22,0,0,1994
7,Stefan Edberg,28,0,0,1994
8,Alberto Berasategui,21,0,0,1994
9,Michael Stich,26,0,0,1994
10,Todd Martin,24,0,0,1994
11,Yevgeny Kafelnikov,20,0,0,1994
12,Wayne Ferreira,23,0,0,1994
13,Jim Courier,24,0,0,1994
14,Marc Rosset,24,0,0,1994
15,Andrei Medvedev,20,0,0,1994
16,Thomas Muster,27,0,0,1994
17,Richard Krajicek,23,0,0,1994
18,Petr Korda,26,0,0,1994
19,Magnus Larsson,24,0,0,1994
20,Patrick Rafter,21,0,0,1994
21,Jason Stoltenberg,24,0,0,1994
22,Alex Corretja,20,0,0,1994
23,Jacco Eltingh,24,0,0,1994
24,Andrea Gaudenzi,21,0,0,1994
25,Alexander Volkov,27,0,0,1994
26,Bernd Karbacher,26,0,0,1994
27,Carlos Costa,26,0,0,1994
28,Karel Novacek,29,0,0,1994
29,Slava Dosedel,24,0,0,1994
30,MaliVai Washington,25,0,0,1994
31,Jaime Yzaga,27,0,0,1994
32,Andrei Chesnokov,28,0,0,1994
33,Magnus Gustafsson,27,0,0,1994
34,Richey Reneberg,29,0,0,1994
35,Aaron Krickstein,27,0,0,1994
36,Jared Palmer,23,0,0,1994
37,Paul Haarhuis,28,0,0,1994
38,Francisco Clavet,26,0,0,1994
39,David Wheaton,25,0,0,1994
40,Guy Forget,29,0,0,1994
41,Renzo Furlan,24,0,0,1994
42,Javier Sanchez,26,0,0,1994
43,Mark Woodforde,29,0,0,1994
44,Chuck Adams,23,0,0,1994
45,Daniel Vacek,23,0,0,1994
46,Fabrice Santoro,22,0,0,1994
47,Horst Skoff,26,0,0,1994
48,Gilbert Schaller,25,0,0,1994
49,Olivier Delaitre,27,0,0,1994
50,Jonas Bjorkman,22,0,0,1994
51,Cedric Pioline,25,0,0,1994
52,Albert Costa,19,0,0,1994
53,Arnaud Boetsch,25,0,0,1994
54,Karol Kucera,20,0,0,1994
55,Ivan Lendl,34,0,0,1994
56,Karsten Braasch,27,0,0,1994
57,Markus Zoecke,26,0,0,1994
58,Richard Fromberg,24,0,0,1994
59,Thomas Enqvist,20,0,0,1994
60,Marcelo Filippini,27,0,0,1994
61,Franco Davin,24,0,0,1994
62,Tomas Carbonell,26,0,0,1994
63,Lionel Roux,21,0,0,1994
64,Hendrik Dreekmann,19,0,0,1994
65,Jonathan Stark,23,0,0,1994
66,Byron Black,25,0,0,1994
67,Henrik Holm,26,0,0,1994
68,Jim Grabb,30,0,0,1994
69,Amos Mansdorf,29,0,0,1994
70,Jakob Hlasek,30,0,0,1994
71,Ronald Agenor,30,0,0,1994
72,Patrick McEnroe,28,0,0,1994
73,Luiz Mattar,31,0,0,1994
74,Emilio Sanchez,29,0,0,1994
75,Vincent Spadea,20,0,0,1994
76,Brad Gilbert,33,0,0,1994
77,Jeremy Bates,32,0,0,1994
78,Jeff Tarango,26,0,0,1994
79,Marc-Kevin Goellner,24,0,0,1994
80,David Rikl,23,0,0,1994
81,Jan Siemerink,24,0,0,1994
82,Cristiano Caratti,24,0,0,1994
83,Oscar Martinez,20,0,0,1994
84,Christian Ruud,22,0,0,1994
85,Bryan Shelton,29,0,0,1994
86,Jordi Arrese,30,0,0,1994
87,Brett Steven,25,0,0,1994
88,Karim Alami,21,0,0,1994
89,Carl-Uwe Steeb,27,0,0,1994
90,Todd Woodbridge,23,0,0,1994
91,Fernando Meligeni,23,0,0,1994
92,Joern Renzenbrink,22,0,0,1994
93,Gianluca Pozzi,29,0,0,1994
94,Henri Leconte,31,0,0,1994
95,Jan Apell,25,0,0,1994
96,Jean-Philippe Fleurian,29,0,0,1994
97,Andrei Olhovskiy,28,0,0,1994
98,Marcos Ondruska,22,0,0,1994
99,Nicklas Kulti,23,0,0,1994
100,Martin Damm,22,0,0,1994
1,Pete Sampras,24,0,0,1995
2,Andre Agassi,25,0,0,1995
3,Thomas Muster,28,0,0,1995
4,Boris Becker,28,0,0,1995
5,Michael Chang,23,0,0,1995
6,Yevgeny Kafelnikov,21,0,0,1995
7,Thomas Enqvist,21,0,0,1995
8,Jim Courier,25,0,0,1995
9,Wayne Ferreira,24,0,0,1995
10,Goran Ivanisevic,24,0,0,1995
11,Richard Krajicek,24,0,0,1995
12,Michael Stich,27,0,0,1995
13,Sergi Bruguera,24,0,0,1995
14,Arnaud Boetsch,26,0,0,1995
15,Marc Rosset,25,0,0,1995
16,Andrei Medvedev,21,0,0,1995
17,Magnus Larsson,25,0,0,1995
18,Todd Martin,25,0,0,1995
19,Paul Haarhuis,29,0,0,1995
20,Gilbert Schaller,26,0,0,1995
21,Jan Siemerink,25,0,0,1995
22,Andrea Gaudenzi,22,0,0,1995
23,Stefan Edberg,29,0,0,1995
24,Albert Costa,20,0,0,1995
25,Marcelo Rios,19,0,0,1995
26,MaliVai Washington,26,0,0,1995
27,Daniel Vacek,24,0,0,1995
28,Bohdan Ulihrach,20,0,0,1995
29,Renzo Furlan,25,0,0,1995
30,Jonas Bjorkman,23,0,0,1995
31,Carlos Costa,27,0,0,1995
32,Alberto Berasategui,22,0,0,1995
33,Todd Woodbridge,24,0,0,1995
34,Patrick McEnroe,29,0,0,1995
35,Jakob Hlasek,31,0,0,1995
36,Javier Sanchez,27,0,0,1995
37,Greg Rusedski,22,0,0,1995
38,Mark Philippoussis,19,0,0,1995
39,Bernd Karbacher,27,0,0,1995
40,Byron Black,26,0,0,1995
41,Petr Korda,27,0,0,1995
42,Brett Steven,26,0,0,1995
43,Jacco Eltingh,25,0,0,1995
44,David Wheaton,26,0,0,1995
45,Jordi Burillo,23,0,0,1995
46,Mats Wilander,31,0,0,1995
47,Alexander Volkov,28,0,0,1995
48,Alex Corretja,21,0,0,1995
49,Francisco Clavet,27,0,0,1995
50,David Prinosil,22,0,0,1995
51,Mark Woodforde,30,0,0,1995
52,Jordi Arrese,31,0,0,1995
53,Jiri Novak,20,0,0,1995
54,Cedric Pioline,26,0,0,1995
55,Martin Sinner,27,0,0,1995
56,Adrian Voinea,21,0,0,1995
57,Richey Reneberg,30,0,0,1995
58,Javier Frana,28,0,0,1995
59,Martin Damm,23,0,0,1995
60,Slava Dosedel,25,0,0,1995
61,Carlos Moya,19,0,0,1995
62,Hernan Gumy,23,0,0,1995
63,Shuzo Matsuoka,28,0,0,1995
64,Fernando Meligeni,24,0,0,1995
65,Filip Dewulf,23,0,0,1995
66,Patrick Rafter,22,0,0,1995
67,Carl-Uwe Steeb,28,0,0,1995
68,Stefano Pescosolido,24,0,0,1995
69,Sjeng Schalken,19,0,0,1995
70,Aaron Krickstein,28,0,0,1995
71,Guy Forget,30,0,0,1995
72,Kenneth Carlsen,22,0,0,1995
73,Karim Alami,22,0,0,1995
74,Tomas Carbonell,27,0,0,1995
75,Christian Ruud,23,0,0,1995
76,Jeff Tarango,27,0,0,1995
77,Guillaume Raoux,25,0,0,1995
78,Marc-Kevin Goellner,25,0,0,1995
79,Karol Kucera,21,0,0,1995
80,Jason Stoltenberg,25,0,0,1995
81,Vincent Spadea,21,0,0,1995
82,Henrik Holm,27,0,0,1995
83,David Rikl,24,0,0,1995
84,Magnus Gustafsson,28,0,0,1995
85,Richard Fromberg,25,0,0,1995
86,Jan Apell,26,0,0,1995
87,Scott Draper,21,0,0,1995
88,Jerome Golmard,22,0,0,1995
89,Andrei Chesnokov,29,0,0,1995
90,Nuno Marques,25,0,0,1995
91,Kris Goossens,21,0,0,1995
92,Felix Mantilla,21,0,0,1995
93,Hendrik Dreekmann,20,0,0,1995
94,Michael Tebbutt,25,0,0,1995
95,Tim Henman,21,0,0,1995
96,Lionel Roux,22,0,0,1995
97,Jan Kroslak,21,0,0,1995
98,Olivier Delaitre,28,0,0,1995
99,Frederik Fetterlein,25,0,0,1995
100,Jonathan Stark,24,0,0,1995
1,Pete Sampras,25,"4,865",17,1996
2,Michael Chang,24,"3,597",21,1996
3,Yevgeny Kafelnikov,22,"3,564",27,1996
4,Goran Ivanisevic,25,"3,492",27,1996
5,Thomas Muster,29,"3,166",27,1996
6,Boris Becker,29,"2,983",17,1996
7,Richard Krajicek,25,"2,380",23,1996
8,Andre Agassi,26,"2,364",14,1996
9,Thomas Enqvist,22,"2,191",28,1996
10,Wayne Ferreira,25,"2,149",26,1996
11,Marcelo Rios,21,"2,114",26,1996
12,Todd Martin,26,"2,039",21,1996
13,Albert Costa,21,"1,757",29,1996
14,Stefan Edberg,30,"1,567",26,1996
15,Jan Siemerink,26,"1,530",28,1996
16,Michael Stich,28,"1,518",15,1996
17,Magnus Gustafsson,29,"1,515",20,1996
18,Felix Mantilla,22,"1,505",33,1996
19,Alberto Berasategui,23,"1,477",32,1996
20,MaliVai Washington,27,"1,472",22,1996
21,Cedric Pioline,27,"1,455",21,1996
22,Marc Rosset,26,"1,406",26,1996
23,Alex Corretja,22,"1,385",26,1996
24,Petr Korda,28,"1,332",18,1996
25,Paul Haarhuis,30,"1,312",27,1996
26,Jim Courier,26,"1,299",17,1996
27,Mark Woodforde,31,"1,287",24,1996
28,Carlos Moya,20,"1,283",32,1996
29,Tim Henman,22,"1,243",24,1996
30,Mark Philippoussis,20,"1,242",23,1996
31,Jason Stoltenberg,26,"1,226",26,1996
32,Richey Reneberg,31,"1,203",25,1996
33,Arnaud Boetsch,27,"1,183",25,1996
34,Francisco Clavet,28,"1,118",30,1996
35,Andrei Medvedev,22,"1,114",23,1996
36,Todd Woodbridge,25,"1,039",23,1996
37,Javier Sanchez,28,"1,024",37,1996
38,Alex O'Brien,26,"1,000",17,1996
39,David Prinosil,23,994,25,1996
40,Renzo Furlan,26,993,26,1996
41,Bohdan Ulihrach,21,965,31,1996
42,Hernan Gumy,24,903,30,1996
43,Chris Woodruff,23,902,21,1996
44,Byron Black,27,886,27,1996
45,Adrian Voinea,22,885,26,1996
46,Magnus Larsson,26,881,23,1996
47,Mikael Tillstrom,24,875,19,1996
48,Greg Rusedski,23,871,26,1996
49,Hendrik Dreekmann,21,870,23,1996
50,Martin Damm,24,859,30,1996
51,Guy Forget,31,850,24,1996
52,Jiri Novak,21,830,25,1996
53,Marc-Kevin Goellner,26,821,24,1996
54,Vincent Spadea,22,787,25,1996
55,Andrea Gaudenzi,23,787,26,1996
56,Karim Alami,23,777,30,1996
57,Bernd Karbacher,28,775,27,1996
58,Sandon Stolle,26,768,24,1996
59,Christian Ruud,24,764,29,1996
60,Thomas Johansson,21,763,25,1996
61,Carlos Costa,28,754,24,1996
62,Patrick Rafter,24,741,20,1996
63,Karol Kucera,22,734,27,1996
64,Nicklas Kulti,25,725,20,1996
65,Sjeng Schalken,20,718,27,1996
66,Slava Dosedel,26,717,15,1996
67,Roberto Carretero,21,716,24,1996
68,Jonathan Stark,25,712,20,1996
69,Jonas Bjorkman,24,710,25,1996
70,Younes El Aynaoui,25,704,25,1996
71,Daniel Vacek,25,661,28,1996
72,Guillaume Raoux,26,651,22,1996
73,Kenneth Carlsen,23,636,26,1996
74,Jakob Hlasek,32,629,26,1996
75,Tomas Carbonell,28,627,28,1996
76,Richard Fromberg,26,620,30,1996
77,Alex Radulescu,22,617,22,1996
78,Dominik Hrbaty,18,608,20,1996
79,Hicham Arazi,23,605,32,1996
80,Javier Frana,30,600,20,1996
81,Marcelo Filippini,29,597,22,1996
82,Sergi Bruguera,25,590,19,1996
83,Grant Stafford,25,585,21,1996
84,Juan Albert Viloca-Puig,23,583,23,1996
85,Andrei Chesnokov,30,575,30,1996
86,Magnus Norman,20,559,23,1996
87,Patrik Fredriksson,23,559,25,1996
88,Gustavo Kuerten,20,556,23,1996
89,Michael Joyce,23,554,28,1996
90,Andrei Olhovskiy,30,550,21,1996
91,Johan Van Herck,22,544,29,1996
92,Stephane Simian,29,527,22,1996
93,Gilbert Schaller,27,519,29,1996
94,Fernando Meligeni,25,514,23,1996
95,Scott Draper,22,514,26,1996
96,Filip Dewulf,24,513,33,1996
97,Galo Blanco,20,506,29,1996
98,Alexander Volkov,29,496,22,1996
99,Jordi Burillo,24,492,26,1996
100,Brett Steven,27,490,12,1996
1,Pete Sampras,26,"4,547",16,1997
2,Patrick Rafter,25,"3,210",26,1997
3,Michael Chang,25,"3,189",22,1997
4,Jonas Bjorkman,25,"2,949",26,1997
5,Yevgeny Kafelnikov,23,"2,690",27,1997
6,Greg Rusedski,24,"2,617",22,1997
7,Carlos Moya,21,"2,508",29,1997
8,Sergi Bruguera,26,"2,367",25,1997
9,Thomas Muster,30,"2,353",23,1997
10,Marcelo Rios,22,"2,317",26,1997
11,Richard Krajicek,26,"2,299",22,1997
12,Alex Corretja,23,"2,275",26,1997
13,Petr Korda,29,"2,261",24,1997
14,Gustavo Kuerten,21,"2,215",26,1997
15,Goran Ivanisevic,26,"2,176",23,1997
16,Felix Mantilla,23,"2,110",27,1997
17,Tim Henman,23,"1,929",26,1997
18,Mark Philippoussis,21,"1,809",21,1997
19,Albert Costa,22,"1,778",22,1997
20,Cedric Pioline,28,"1,534",25,1997
21,Jim Courier,27,"1,528",22,1997
22,Magnus Norman,21,"1,450",27,1997
23,Alberto Berasategui,24,"1,425",31,1997
24,Karol Kucera,23,"1,423",30,1997
25,Magnus Larsson,27,"1,376",21,1997
26,Todd Woodbridge,26,"1,319",20,1997
27,Andrei Medvedev,23,"1,314",24,1997
28,Thomas Enqvist,23,"1,312",22,1997
29,Fabrice Santoro,25,"1,267",28,1997
30,Chris Woodruff,24,"1,234",22,1997
31,Marc Rosset,27,"1,222",32,1997
32,Nicolas Kiefer,20,"1,209",20,1997
33,Francisco Clavet,29,"1,198",28,1997
34,Bohdan Ulihrach,22,"1,143",29,1997
35,Albert Portas,24,"1,083",26,1997
36,Julian Alonso,20,"1,006",23,1997
37,Magnus Gustafsson,30,990,19,1997
38,Hicham Arazi,24,960,31,1997
39,Thomas Johansson,22,959,29,1997
40,Dominik Hrbaty,19,952,30,1997
41,Filip Dewulf,25,942,26,1997
42,Wayne Ferreira,26,910,22,1997
43,Slava Dosedel,27,899,20,1997
44,Marcelo Filippini,30,886,29,1997
45,Tommy Haas,19,885,19,1997
46,Mark Woodforde,32,866,25,1997
47,Guillaume Raoux,27,861,27,1997
48,Jiri Novak,22,848,23,1997
49,Jeff Tarango,29,843,30,1997
50,Brett Steven,28,817,20,1997
51,Marc-Kevin Goellner,27,812,34,1997
52,Galo Blanco,21,790,30,1997
53,Daniel Vacek,26,782,30,1997
54,Javier Sanchez,29,776,36,1997
55,Karim Alami,24,748,33,1997
56,Carlos Costa,29,739,31,1997
57,Andrea Gaudenzi,24,739,34,1997
58,Scott Draper,23,735,24,1997
59,Sjeng Schalken,21,725,29,1997
60,Lionel Roux,24,721,29,1997
61,Martin Damm,25,718,26,1997
62,Boris Becker,30,715,12,1997
63,Nicolas Lapentti,21,715,29,1997
64,Michael Stich,29,711,13,1997
65,Christian Ruud,25,708,25,1997
66,Johan Van Herck,23,694,24,1997
67,Fernando Meligeni,26,691,27,1997
68,Mikael Tillstrom,25,677,24,1997
69,Sargis Sargsian,24,669,31,1997
70,Paul Haarhuis,31,666,25,1997
71,Alex Radulescu,23,665,29,1997
72,Juan Albert Viloca-Puig,24,655,34,1997
73,Richey Reneberg,32,654,20,1997
74,Grant Stafford,26,649,24,1997
75,Kenneth Carlsen,24,640,29,1997
76,Byron Black,28,633,26,1997
77,Richard Fromberg,27,631,32,1997
78,Jan Siemerink,27,622,28,1997
79,Jason Stoltenberg,27,617,17,1997
80,Dinu Pescariu,23,584,28,1997
81,Todd Martin,27,579,8,1997
82,Tomas Nydahl,29,570,24,1997
