Date,Tournament,Series,Surface,Round,Winner,Loser,Winner_Rank,Loser_Rank
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,NadalR.,StakhovskyS.,9,60
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,GoffinD.,QuerreyS.,14,32
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,TomicB.,CilicM.,26,8
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,MurrayA.,RobredoT.,3,22
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,YoungD.,BerdychT.,79,6
2015-08-14,RogersMasters,Masters1000,Hard,2ndRound,GulbisE.,RosolL.,87,63
2015-08-15,RogersMasters,Masters1000,Hard,2ndRound,IsnerJ.,PospisilV.,12,45
2015-08-15,RogersMasters,Masters1000,Hard,2ndRound,TsongaJ.W.,BautistaR.,24,20
2015-08-15,RogersMasters,Masters1000,Hard,2ndRound,KyrgiosN.,WawrinkaS.,41,5
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,ChardyJ.,KarlovicI.,49,23
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,DjokovicN.,SockJ.,1,35
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,MurrayA.,MullerG.,3,46
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,GulbisE.,YoungD.,87,79
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,IsnerJ.,KyrgiosN.,12,41
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,TsongaJ.W.,TomicB.,24,26
2015-08-15,RogersMasters,Masters1000,Hard,3rdRound,NadalR.,YouzhnyM.,9,107
2015-08-16,RogersMasters,Masters1000,Hard,3rdRound,NishikoriK.,GoffinD.,4,14
2015-08-16,RogersMasters,Masters1000,Hard,Quarterfinals,ChardyJ.,IsnerJ.,49,12
2015-08-17,RogersMasters,Masters1000,Hard,Quarterfinals,DjokovicN.,GulbisE.,1,87
2015-08-17,RogersMasters,Masters1000,Hard,Quarterfinals,NishikoriK.,NadalR.,4,9
2015-08-17,RogersMasters,Masters1000,Hard,Quarterfinals,MurrayA.,TsongaJ.W.,3,24
2015-08-17,RogersMasters,Masters1000,Hard,Semifinals,DjokovicN.,ChardyJ.,1,49
2015-08-18,RogersMasters,Masters1000,Hard,Semifinals,MurrayA.,NishikoriK.,3,4
2015-08-18,RogersMasters,Masters1000,Hard,TheFinal,MurrayA.,DjokovicN.,3,1
2015-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,KlizanM.,ThiemD.,39,18
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,DimitrovG.,RosolL.,17,57
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BellucciT.,VeselyJ.,33,45
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,KarlovicI.,SimonG.,21,11
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,SousaJ.,KohlschreiberP.,44,28
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,FishM.,TroickiV.,87,20
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,TomicB.,StakhovskyS.,24,60
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,SeppiA.,MannarinoA.,25,32
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,PaireB.,MullerG.,42,41
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,PospisilV.,KudlaD.,47,78
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,JanowiczJ.,MonfilsG.,52,16
2015-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,GoffinD.,LuY.H.,14,88
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BautistaR.,CuevasP.,22,36
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,KokkinakisT.,FogniniF.,79,31
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,SockJ.,FratangeloB.,30,106
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,CoricB.,ZverevA.,38,85
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,AndersonK.,MayerL.,15,35
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,RobredoT.,AndujarP.,26,46
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,GasquetR.,KyrgiosN.,13,37
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,QuerreyS.,IsnerJ.,34,12
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,VerdascoF.,TsongaJ.W.,43,19
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,DonaldsonJ.,MahutN.,153,65
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,ChardyJ.,RamR.,27,87
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,LopezF.,RaonicM.,23,10
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DimitrovG.,PospisilV.,17,47
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,CilicM.,SousaJ.,9,44
2015-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DolgopolovO.,TomicB.,66,24
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,FedererR.,BautistaR.,3,22
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,BerdychT.,BellucciT.,6,33
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,KarlovicI.,KlizanM.,21,39
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,WawrinkaS.,CoricB.,5,38
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,GasquetR.,KokkinakisT.,13,79
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,JanowiczJ.,DonaldsonJ.,52,153
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,GoffinD.,VerdascoF.,14,43
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,RobredoT.,QuerreyS.,26,34
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,AndersonK.,SockJ.,15,30
2015-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DjokovicN.,PaireB.,1,42
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,LopezF.,SeppiA.,23,25
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,MurrayA.,FishM.,2,87
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,NadalR.,ChardyJ.,8,27
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,DolgopolovO.,JanowiczJ.,66,52
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,WawrinkaS.,KarlovicI.,5,21
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,DjokovicN.,GoffinD.,1,14
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,BerdychT.,RobredoT.,6,26
2015-08-22,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,GasquetR.,CilicM.,13,9
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,LopezF.,NadalR.,23,8
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,MurrayA.,DimitrovG.,2,17
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,FedererR.,AndersonK.,3,15
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,DjokovicN.,WawrinkaS.,1,5
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,DolgopolovO.,BerdychT.,66,6
2015-08-23,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,MurrayA.,GasquetR.,2,13
2015-08-24,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,FedererR.,LopezF.,3,23
2015-08-24,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Semifinals,DjokovicN.,DolgopolovO.,1,66
2015-08-24,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Semifinals,FedererR.,MurrayA.,3,2
2015-08-25,Western&SouthernFinancialGroupMasters,Masters1000,Hard,TheFinal,FedererR.,DjokovicN.,3,1
2015-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,SchwartzmanD.,GimenoTraverD.,75,76
2015-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,GiraldoS.,DarcisS.,59,66
2015-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,LuY.H.,HaaseR.,106,79
2015-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,ChungH.,WardJ.,71,134
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,GrothS.,DonaldsonJ.,54,146
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,KukushkinM.,MahutN.,55,64
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BolelliS.,DelbonisF.,62,63
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,HerbertP.H,StakhovskyS.,140,60
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,KlizanM.,IlhanM.,36,83
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,RosolL.,GulbisE.,86,67
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BedeneA.,CecchinatoM.,58,102
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,TiafoeF.,DuckworthJ.,275,92
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,JaziriM.,SouzaJ.,88,89
2015-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,KokkinakisT.,DolgopolovO.,70,39
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,IstominD.,YoungD.,69,68
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,CarrenoBustaP.,HaasT.,57,497
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,CoricB.,GiraldoS.,35,59
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,JohnsonS.,GrothS.,49,54
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,JanowiczJ.,RosolL.,61,86
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,VeselyJ.,KlizanM.,47,36
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,LuY.H.,GarciaLopezG.,106,31
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,SchwartzmanD.,AndujarP.,75,48
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,AndersonK.,KukushkinM.,15,55
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,GabashviliT.,KokkinakisT.,53,70
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,BellucciT.,TiafoeF.,30,275
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,BedeneA.,SimonG.,58,11
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,ChungH.,PaireB.,71,41
2015-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,HerbertP.H,BaghdatisM.,140,51
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,JaziriM.,TroickiV.,88,22
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,TsongaJ.W.,IstominD.,19,69
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,CarrenoBustaP.,SousaJ.,57,46
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,BolelliS.,QuerreyS.,62,38
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,LuY.H.,ChungH.,106,71
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,AndersonK.,JanowiczJ.,15,61
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,JaziriM.,GabashviliT.,88,53
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,CoricB.,SchwartzmanD.,35,75
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,BellucciT.,VeselyJ.,30,47
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,CarrenoBustaP.,BolelliS.,57,62
2015-08-28,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,HerbertP.H,BedeneA.,140,58
2015-08-29,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,JohnsonS.,TsongaJ.W.,49,19
2015-08-29,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,HerbertP.H,CarrenoBustaP.,140,57
2015-08-29,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,JohnsonS.,LuY.H.,49,106
2015-08-30,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,AndersonK.,CoricB.,15,35
2015-08-30,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,JaziriM.,BellucciT.,88,30
2015-08-30,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Semifinals,HerbertP.H,JohnsonS.,140,49
2015-08-31,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Semifinals,AndersonK.,JaziriM.,15,88
2015-08-31,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,TheFinal,AndersonK.,HerbertP.H,15,140
2015-09-02,USOpen,GrandSlam,Hard,1stRound,FishM.,CecchinatoM.,581,106
2015-09-02,USOpen,GrandSlam,Hard,1stRound,GoffinD.,BolelliS.,15,62
2015-09-02,USOpen,GrandSlam,Hard,1stRound,DimitrovG.,EbdenM.,17,131
2015-09-02,USOpen,GrandSlam,Hard,1stRound,IlhanM.,StepanekR.,84,285
2015-09-02,USOpen,GrandSlam,Hard,1stRound,KukushkinM.,LuY.H.,56,97
2015-09-02,USOpen,GrandSlam,Hard,1stRound,PaireB.,NishikoriK.,41,4
2015-09-02,USOpen,GrandSlam,Hard,1stRound,BerankisR.,SousaJ.,78,46
2015-09-02,USOpen,GrandSlam,Hard,1stRound,SeppiA.,PaulT.,25,437
2015-09-02,USOpen,GrandSlam,Hard,1stRound,TsongaJ.W.,NieminenJ.,18,105
2015-09-02,USOpen,GrandSlam,Hard,1stRound,LopezF.,BasilashviliN.,19,101
2015-09-02,USOpen,GrandSlam,Hard,1stRound,GabashviliT.,AndujarP.,53,49
2015-09-02,USOpen,GrandSlam,Hard,1stRound,GranollersM.,LackoL.,77,116
2015-09-02,USOpen,GrandSlam,Hard,1stRound,VerdascoF.,HaasT.,42,506
2015-09-02,USOpen,GrandSlam,Hard,1stRound,RaonicM.,SmyczekT.,10,99
2015-09-02,USOpen,GrandSlam,Hard,1stRound,StakhovskyS.,MillmanJ.,60,72
2015-09-02,USOpen,GrandSlam,Hard,1stRound,KlizanM.,MayerF.,36,216
2015-09-02,USOpen,GrandSlam,Hard,1stRound,ChardyJ.,ShaneR.,27,1410
2015-09-02,USOpen,GrandSlam,Hard,1stRound,CilicM.,PellaG.,9,94
2015-09-02,USOpen,GrandSlam,Hard,1stRound,DonskoyE.,PouilleL.,139,65
2015-09-02,USOpen,GrandSlam,Hard,1stRound,FerrerD.,AlbotR.,7,86
2015-09-02,USOpen,GrandSlam,Hard,1stRound,RobredoT.,BerrerM.,26,121
2015-09-02,USOpen,GrandSlam,Hard,1stRound,BautistaR.,HerbertP.H,23,92
2015-09-02,USOpen,GrandSlam,Hard,1stRound,DjokovicN.,SouzaJ.,1,91
2015-09-02,USOpen,GrandSlam,Hard,1stRound,KrajinovicF.,GonzalezA.,102,119
2015-09-02,USOpen,GrandSlam,Hard,1stRound,CarrenoBustaP.,JanowiczJ.,54,61
2015-09-02,USOpen,GrandSlam,Hard,1stRound,CuevasP.,SelaD.,40,104
2015-09-02,USOpen,GrandSlam,Hard,1stRound,HaiderMaurerA.,PospisilV.,52,45
2015-09-02,USOpen,GrandSlam,Hard,1stRound,SchwartzmanD.,YmerE.,74,144
2015-09-02,USOpen,GrandSlam,Hard,1stRound,MarchenkoI.,MonfilsG.,120,16
2015-09-02,USOpen,GrandSlam,Hard,1stRound,FogniniF.,JohnsonS.,32,47
2015-09-03,USOpen,GrandSlam,Hard,1stRound,GrothS.,DolgopolovO.,55,39
2015-09-03,USOpen,GrandSlam,Hard,1stRound,NadalR.,CoricB.,8,33
2015-09-03,USOpen,GrandSlam,Hard,1stRound,HaaseR.,BrownD.,79,85
2015-09-03,USOpen,GrandSlam,Hard,1stRound,KrajicekA.,GiraldoS.,117,59
2015-09-03,USOpen,GrandSlam,Hard,1stRound,MelzerJ.,KudlaD.,132,75
2015-09-03,USOpen,GrandSlam,Hard,1stRound,YoungD.,SimonG.,68,11
2015-09-03,USOpen,GrandSlam,Hard,1stRound,KarlovicI.,DelbonisF.,21,63
2015-09-03,USOpen,GrandSlam,Hard,1stRound,NishiokaY.,MathieuP.H.,128,80
2015-09-03,USOpen,GrandSlam,Hard,1stRound,VeselyJ.,LorenziP.,48,83
2015-09-03,USOpen,GrandSlam,Hard,1stRound,BerdychT.,FratangeloB.,6,113
2015-09-03,USOpen,GrandSlam,Hard,1stRound,IsnerJ.,JaziriM.,13,81
2015-09-03,USOpen,GrandSlam,Hard,1stRound,YouzhnyM.,SmithJ.P.,93,122
2015-09-03,USOpen,GrandSlam,Hard,1stRound,GasquetR.,KokkinakisT.,12,71
2015-09-03,USOpen,GrandSlam,Hard,1stRound,KohlschreiberP.,ZverevA.,29,82
2015-09-03,USOpen,GrandSlam,Hard,1stRound,BellucciT.,WardJ.,30,135
2015-09-03,USOpen,GrandSlam,Hard,1stRound,BedeneA.,GulbisE.,57,67
2015-09-03,USOpen,GrandSlam,Hard,1stRound,FedererR.,MayerL.,2,34
2015-09-03,USOpen,GrandSlam,Hard,1stRound,HewittL.,NedovyesovA.,355,100
2015-09-03,USOpen,GrandSlam,Hard,1stRound,AndersonK.,RublevA.,14,198
2015-09-03,USOpen,GrandSlam,Hard,1stRound,ThiemD.,GimenoTraverD.,20,76
2015-09-03,USOpen,GrandSlam,Hard,1stRound,BemelmansR.,MullerG.,107,44
2015-09-03,USOpen,GrandSlam,Hard,1stRound,IstominD.,BeckerB.,70,62
2015-09-03,USOpen,GrandSlam,Hard,1stRound,RosolL.,DonaldsonJ.,87,146
2015-09-03,USOpen,GrandSlam,Hard,1stRound,GarciaLopezG.,TipsarevicJ.,31,429
2015-09-03,USOpen,GrandSlam,Hard,1stRound,DarcisS.,BaghdatisM.,66,51
2015-09-03,USOpen,GrandSlam,Hard,1stRound,MahutN.,QuerreyS.,64,38
2015-09-03,USOpen,GrandSlam,Hard,1stRound,TroickiV.,TiafoeF.,22,257
2015-09-03,USOpen,GrandSlam,Hard,1stRound,WawrinkaS.,RamosVinolasA.,5,58
2015-09-03,USOpen,GrandSlam,Hard,1stRound,ChungH.,DuckworthJ.,69,95
2015-09-03,USOpen,GrandSlam,Hard,1stRound,SockJ.,EstrellaBurgosV.,28,50
2015-09-03,USOpen,GrandSlam,Hard,1stRound,TomicB.,DzumhurD.,24,98
2015-09-03,USOpen,GrandSlam,Hard,1stRound,MannarinoA.,KravchukK.,35,155
2015-09-04,USOpen,GrandSlam,Hard,1stRound,MurrayA.,KyrgiosN.,3,37
2015-09-04,USOpen,GrandSlam,Hard,1stRound,RamR.,HarrisonR.,88,133
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,BautistaR.,CarrenoBustaP.,23,54
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,GoffinD.,BerankisR.,15,78
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,ChardyJ.,KlizanM.,27,36
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,LopezF.,FishM.,19,581
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,FerrerD.,KrajinovicF.,7,102
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,RaonicM.,VerdascoF.,10,42
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,CilicM.,DonskoyE.,9,139
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,FogniniF.,CuevasP.,32,40
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,PaireB.,IlhanM.,41,84
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,KukushkinM.,DimitrovG.,56,17
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,NadalR.,SchwartzmanD.,8,74
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,StakhovskyS.,MarchenkoI.,60,120
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,RobredoT.,GrothS.,26,55
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,TsongaJ.W.,GranollersM.,18,77
2015-09-04,USOpen,GrandSlam,Hard,2ndRound,SeppiA.,GabashviliT.,25,53
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,DjokovicN.,HaiderMaurerA.,1,52
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,BellucciT.,NishiokaY.,30,128
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,WawrinkaS.,ChungH.,5,69
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,TroickiV.,RamR.,22,88
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,BemelmansR.,SockJ.,107,28
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,VeselyJ.,KarlovicI.,48,21
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,YoungD.,BedeneA.,68,57
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,GarciaLopezG.,MahutN.,31,64
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,MurrayA.,MannarinoA.,3,35
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,IsnerJ.,YouzhnyM.,13,93
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,ThiemD.,IstominD.,20,70
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,AndersonK.,KrajicekA.,14,117
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,KohlschreiberP.,RosolL.,29,87
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,TomicB.,HewittL.,24,355
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,BerdychT.,MelzerJ.,6,132
2015-09-05,USOpen,GrandSlam,Hard,2ndRound,GasquetR.,HaaseR.,12,79
2015-09-06,USOpen,GrandSlam,Hard,2ndRound,FedererR.,DarcisS.,2,66
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,CilicM.,KukushkinM.,9,56
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,PaireB.,RobredoT.,41,26
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,TsongaJ.W.,StakhovskyS.,18,60
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,DjokovicN.,SeppiA.,1,25
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,BautistaR.,GoffinD.,23,15
2015-09-06,USOpen,GrandSlam,Hard,3rdRound,LopezF.,RaonicM.,19,10
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,ChardyJ.,FerrerD.,27,7
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,FogniniF.,NadalR.,32,8
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,GasquetR.,TomicB.,12,24
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,BerdychT.,GarciaLopezG.,6,31
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,FedererR.,KohlschreiberP.,2,29
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,IsnerJ.,VeselyJ.,13,48
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,YoungD.,TroickiV.,68,22
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,WawrinkaS.,BemelmansR.,5,107
2015-09-07,USOpen,GrandSlam,Hard,3rdRound,AndersonK.,ThiemD.,14,20
2015-09-08,USOpen,GrandSlam,Hard,3rdRound,MurrayA.,BellucciT.,3,30
2015-09-08,USOpen,GrandSlam,Hard,4thRound,CilicM.,ChardyJ.,9,27
2015-09-08,USOpen,GrandSlam,Hard,4thRound,TsongaJ.W.,PaireB.,18,41
2015-09-08,USOpen,GrandSlam,Hard,4thRound,LopezF.,FogniniF.,19,32
2015-09-09,USOpen,GrandSlam,Hard,4thRound,DjokovicN.,BautistaR.,1,23
2015-09-09,USOpen,GrandSlam,Hard,4thRound,WawrinkaS.,YoungD.,5,68
2015-09-09,USOpen,GrandSlam,Hard,4thRound,AndersonK.,MurrayA.,14,3
2015-09-10,USOpen,GrandSlam,Hard,4thRound,FedererR.,IsnerJ.,2,13
2015-09-10,USOpen,GrandSlam,Hard,4thRound,GasquetR.,BerdychT.,12,6
2015-09-10,USOpen,GrandSlam,Hard,Quarterfinals,CilicM.,TsongaJ.W.,9,18
2015-09-11,USOpen,GrandSlam,Hard,Quarterfinals,DjokovicN.,LopezF.,1,19
2015-09-11,USOpen,GrandSlam,Hard,Quarterfinals,WawrinkaS.,AndersonK.,5,14
2015-09-12,USOpen,GrandSlam,Hard,Quarterfinals,FedererR.,GasquetR.,2,12
2015-09-13,USOpen,GrandSlam,Hard,Semifinals,DjokovicN.,CilicM.,1,9
2015-09-14,USOpen,GrandSlam,Hard,Semifinals,FedererR.,WawrinkaS.,2,5
2015-09-15,USOpen,GrandSlam,Hard,TheFinal,DjokovicN.,FedererR.,1,2
2015-09-23,OpendeMoselle,ATP250,Hard,1stRound,MullerG.,BedeneA.,45,55
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,PospisilV.,NedovyesovA.,46,114
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,RogerVasselinE.,DeSchepperK.,168,141
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,MannarinoA.,MillotV.,39,198
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,ZverevM.,CarrenoBustaP.,291,60
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,KlizanM.,MathieuP.H.,35,89
2015-09-24,OpendeMoselle,ATP250,Hard,1stRound,VerdascoF.,ZverevA.,43,79
2015-09-25,OpendeMoselle,ATP250,Hard,1stRound,KohlschreiberP.,MillmanJ.,33,74
2015-09-25,OpendeMoselle,ATP250,Hard,1stRound,BrownD.,RamR.,107,86
2015-09-25,OpendeMoselle,ATP250,Hard,1stRound,LorenziP.,DarcisS.,88,59
2015-09-25,OpendeMoselle,ATP250,Hard,1stRound,MahutN.,DelbonisF.,67,64
