背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,team,year
57,嘉弥真　新也,2.76,58,2,0,0,14,1.000,143,32.2,31,1,11,5,47,11,10,1.29,2.11,ソフトバンク,2017
42,飯田　優也,2.42,19,0,0,0,2,.000,98,22.1,18,2,15,2,17,6,6,1.48,5.05,ソフトバンク,2017
48,岡本　健,5.06,14,1,0,0,1,1.000,75,16.0,19,2,8,0,10,9,9,1.69,5.00,ソフトバンク,2017
63,笠原　大芽,4.32,6,0,0,0,0,.000,34,8.1,5,1,4,2,3,4,4,1.08,6.12,ソフトバンク,2017
34,山田　大樹,3.68,2,1,0,0,0,1.000,32,7.1,7,1,4,0,4,3,3,1.50,5.44,ソフトバンク,2017
14,加治屋　蓮,10.38,2,0,0,0,0,.000,21,4.1,5,3,4,0,2,5,5,2.08,13.97,ソフトバンク,2017
28,大隣　憲司,14.73,1,0,1,0,0,.000,20,3.2,9,3,1,0,1,6,6,2.73,14.03,ソフトバンク,2017
67,笠谷　俊介,0.00,3,0,0,0,1,.000,12,3.1,1,0,1,0,5,0,0,0.60,1.02,ソフトバンク,2017
47,髙橋　純平,12.00,1,0,0,0,0,.000,16,3.0,6,2,2,0,5,4,4,2.67,10.45,ソフトバンク,2017
40,小澤　怜史,13.50,2,0,0,0,0,.000,12,2.0,5,0,1,0,2,3,3,3.00,2.62,ソフトバンク,2017
13,二保　旭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
18,松坂　大輔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
25,田中　正義,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
39,島袋　洋奨,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
49,古谷　優人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
56,星野　大地,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
90,スアレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ソフトバンク,2017
16,菊池　雄星,1.97,26,16,6,0,0,.727,735,187.2,122,16,49,6,217,49,41,0.91,2.79,西武,2017
20,野上　亮磨,3.63,24,11,10,0,0,.524,577,144.0,128,10,24,5,113,62,58,1.06,3.04,西武,2017
54,ウルフ,3.73,23,9,4,0,0,.692,532,125.1,132,11,36,1,74,69,52,1.34,3.92,西武,2017
21,十亀　剣,3.40,20,8,7,0,0,.533,500,116.1,125,10,35,3,83,50,44,1.38,3.79,西武,2017
18,多和田　真三郎,3.44,16,5,5,0,0,.500,411,96.2,93,11,26,8,74,39,37,1.23,4.12,西武,2017
30,岡本　洋介,5.34,14,6,3,1,0,.667,286,64.0,65,15,23,7,35,42,38,1.38,6.48,西武,2017
47,シュリッター,2.83,64,1,5,0,32,.167,269,63.2,58,1,29,0,23,22,20,1.37,3.92,西武,2017
35,牧田　和久,2.30,58,3,3,0,28,.500,248,62.2,59,4,5,3,35,18,16,1.02,3.22,西武,2017
48,武隈　祥太,3.14,58,5,2,0,13,.714,234,57.1,47,3,16,3,36,21,20,1.10,3.54,西武,2017
14,増田　達至,2.40,57,1,5,28,4,.167,220,56.1,41,7,13,0,58,17,15,0.96,3.26,西武,2017
25,平井　克典,2.40,42,2,0,0,4,1.000,184,45.0,43,4,10,3,42,15,12,1.18,3.28,西武,2017
17,髙橋　光成,4.12,7,3,4,0,0,.429,169,39.1,36,3,20,1,30,20,18,1.42,4.19,西武,2017
23,野田　昇吾,1.98,38,1,0,0,1,1.000,143,36.1,21,1,15,1,26,8,8,0.99,3.37,西武,2017
59,ガルセス,6.39,18,2,2,0,0,.500,140,31.0,29,5,18,2,21,25,22,1.52,5.80,西武,2017
34,佐野　泰雄,4.56,6,3,1,0,0,.750,110,23.2,29,1,11,3,12,14,12,1.69,4.43,西武,2017
69,ファイフ,6.86,5,1,1,0,0,.500,108,21.0,32,2,13,2,11,17,16,2.14,5.45,西武,2017
15,大石　達也,0.93,20,2,0,0,4,1.000,77,19.1,10,0,11,1,17,2,2,1.09,3.07,西武,2017
50,福倉　健太郎,6.00,10,0,0,0,0,.000,81,18.0,20,5,8,0,12,12,12,1.56,6.73,西武,2017
40,田村　伊知郎,6.91,12,0,0,0,0,.000,66,14.1,18,6,6,0,9,12,11,1.67,8.56,西武,2017
28,藤原　良平,1.54,8,0,0,0,0,.000,53,11.2,10,1,7,2,5,3,2,1.46,5.69,西武,2017
29,小石　博孝,8.74,10,0,0,0,0,.000,56,11.1,17,2,6,1,8,11,11,2.03,5.86,西武,2017
45,本田　圭佑,4.70,5,0,0,0,0,.000,36,7.2,7,0,6,0,5,4,4,1.70,4.16,西武,2017
41,誠,19.50,5,0,1,0,0,.000,33,6.0,9,3,5,1,8,13,13,2.33,9.95,西武,2017
36,南川　忠亮,7.71,5,0,0,0,0,.000,23,4.2,6,1,4,0,5,4,4,2.14,6.33,西武,2017
68,キャンデラリオ,21.00,1,0,1,0,0,.000,19,3.0,9,2,2,0,6,7,7,3.67,9.79,西武,2017
43,髙橋　朋己,6.75,3,0,1,0,0,.000,13,2.2,3,1,2,0,2,2,2,1.88,8.75,西武,2017
22,中塚　駿太,27.00,1,0,0,0,0,.000,5,0.2,0,0,3,0,0,2,2,4.50,16.62,西武,2017
11,今井　達也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
12,郭　俊麟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
19,豊田　拓矢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
26,川越　誠司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
31,岩尾　利弘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
38,玉村　祐典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
57,國場　翼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
63,佐藤　勇,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
66,松本　直晃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
67,藤田　航生,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,西武,2017
14,則本　昂大,2.57,25,15,7,0,0,.682,750,185.2,148,11,48,3,222,63,53,1.06,2.31,楽天,2017
11,岸　孝之,2.76,26,8,10,0,0,.444,703,176.1,141,19,38,3,189,56,54,1.02,3.04,楽天,2017
31,美馬　学,3.26,26,11,8,0,0,.579,684,171.1,155,18,33,4,134,66,62,1.10,3.55,楽天,2017
58,辛島　航,4.19,19,8,8,0,0,.500,424,103.0,99,11,27,1,74,51,48,1.22,3.89,楽天,2017
64,福山　博之,1.06,65,6,0,7,23,1.000,237,59.2,49,2,14,3,31,8,7,1.06,3.32,楽天,2017
21,釜田　佳直,4.95,12,4,3,0,1,.571,254,56.1,67,7,19,4,34,34,31,1.53,4.75,楽天,2017
42,ハーマン,2.72,56,3,1,1,33,.750,222,53.0,48,8,13,3,58,20,16,1.15,3.80,楽天,2017
1,松井　裕樹,1.20,52,3,3,33,5,.500,214,52.2,31,0,26,1,62,8,7,1.08,2.30,楽天,2017
20,安樂　智大,4.06,10,1,5,0,0,.167,221,51.0,59,7,18,4,37,27,23,1.51,4.75,楽天,2017
53,高梨　雄平,1.03,46,1,0,0,14,1.000,183,43.2,31,2,17,2,48,13,5,1.10,2.75,楽天,2017
17,塩見　貴洋,3.95,8,3,3,0,0,.500,183,43.1,42,5,12,0,30,19,19,1.25,4.07,楽天,2017
19,藤平　尚真,2.28,8,3,4,0,0,.429,176,43.1,30,2,15,4,44,12,11,1.04,3.00,楽天,2017
52,森原　康平,4.81,42,2,4,0,13,.333,171,39.1,42,3,13,0,21,22,21,1.40,4.04,楽天,2017
91,久保　裕也,3.60,27,3,1,0,6,.750,127,30.0,21,1,18,3,17,12,12,1.30,4.52,楽天,2017
45,菅原　秀,5.02,29,1,0,0,1,1.000,136,28.2,33,2,17,1,26,17,16,1.74,4.10,楽天,2017
22,戸村　健次,6.23,13,2,1,0,0,.667,116,26.0,30,6,9,2,22,20,18,1.50,5.70,楽天,2017
60,古川　侑利,4.15,5,0,2,0,0,.000,112,26.0,24,1,9,2,15,12,12,1.27,3.74,楽天,2017
16,森　雄大,4.68,8,1,1,0,0,.500,114,25.0,18,0,21,2,17,17,13,1.56,4.52,楽天,2017
41,青山　浩二,2.30,17,1,1,0,3,.500,68,15.2,12,1,6,3,16,4,4,1.15,3.63,楽天,2017
38,西宮　悠介,2.89,8,1,0,0,0,1.000,37,9.1,6,1,4,0,10,3,3,1.07,3.66,楽天,2017
46,濱矢　廣大,5.19,9,0,0,0,0,.000,46,8.2,9,1,10,0,8,5,5,2.19,6.24,楽天,2017
59,菊池　保則,4.91,7,0,0,0,1,.000,35,7.1,8,0,4,0,9,7,4,1.64,2.30,楽天,2017
50,入野　貴大,9.53,7,0,0,0,0,.000,24,5.2,9,3,0,0,2,6,6,1.59,9.30,楽天,2017
63,小山　雄輝,11.12,5,0,0,0,0,.000,32,5.2,11,0,5,1,4,8,7,2.82,4.88,楽天,2017
26,金刃　憲人,16.20,6,0,1,0,1,.000,20,3.1,5,1,3,2,3,6,6,2.40,9.72,楽天,2017
93,コラレス,15.00,1,0,0,0,0,.000,20,3.0,5,0,6,1,3,5,5,3.67,8.12,楽天,2017
15,小野　郁,9.00,2,0,0,0,0,.000,8,2.0,2,2,0,0,1,2,2,1.00,15.12,楽天,2017
28,石橋　良太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
30,池田　隆英,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
34,武藤　好貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
47,大塚　尚仁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
61,鶴田　圭祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
62,西口　直人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
69,野元　浩輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
90,宮川　将,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,楽天,2017
19,金子　千尋,3.47,27,12,8,0,0,.600,754,184.1,160,21,56,2,141,80,71,1.17,4.02,オリックス,2017
13,山岡　泰輔,3.74,24,8,11,0,0,.421,618,149.1,136,8,54,2,133,62,62,1.27,3.16,オリックス,2017
32,ディクソン,3.24,25,8,9,0,0,.471,581,136.0,144,7,42,3,86,63,49,1.37,3.45,オリックス,2017
11,松葉　貴大,4.46,23,3,12,0,0,.200,552,133.1,133,16,32,2,72,70,66,1.24,4.37,オリックス,2017
21,西　勇輝,3.44,17,5,6,0,0,.455,483,117.2,108,14,29,7,88,46,45,1.16,4.09,オリックス,2017
16,平野　佳寿,2.67,58,3,7,29,8,.300,240,57.1,57,5,16,1,47,19,17,1.27,3.50,オリックス,2017
20,近藤　大亮,3.07,55,1,1,1,25,.500,228,55.2,42,6,18,2,71,21,19,1.08,3.05,オリックス,2017
54,黒木　優太,4.22,55,6,3,2,25,.667,226,53.1,39,2,26,2,62,26,25,1.22,2.86,オリックス,2017
42,ヘルメン,2.68,44,2,1,3,13,.667,210,47.0,44,4,24,2,51,16,14,1.45,3.52,オリックス,2017
17,山﨑　福也,4.40,15,2,5,0,0,.286,205,45.0,52,8,20,0,21,29,22,1.60,5.83,オリックス,2017
14,吉田　一将,2.72,29,2,1,0,6,.667,166,43.0,25,6,14,0,31,13,13,0.91,4.40,オリックス,2017
39,小林　慶祐,3.98,35,2,1,0,1,.667,174,40.2,36,4,15,2,46,22,18,1.25,3.39,オリックス,2017
58,金田　和之,4.15,34,4,1,0,2,.800,170,39.0,42,3,10,1,34,19,18,1.33,3.22,オリックス,2017
69,大山　暁史,3.46,32,1,0,0,6,1.000,110,26.0,21,0,11,1,30,12,10,1.23,2.20,オリックス,2017
25,コーク,4.56,6,2,3,0,0,.400,106,23.2,30,2,10,1,16,13,12,1.69,4.26,オリックス,2017
43,山本　由伸,5.32,5,1,1,0,0,.500,109,23.2,32,3,7,1,20,14,14,1.65,4.09,オリックス,2017
49,澤田　圭佑,4.15,13,0,2,0,0,.000,58,13.0,13,2,6,1,5,6,6,1.46,5.97,オリックス,2017
26,東明　大貴,4.15,3,0,0,0,0,.000,57,13.0,13,2,5,0,5,6,6,1.38,5.50,オリックス,2017
15,佐藤　達也,7.30,12,0,1,0,2,.000,56,12.1,15,2,5,0,12,11,10,1.62,4.50,オリックス,2017
57,山田　修義,8.76,4,0,3,0,0,.000,71,12.1,21,2,10,2,13,16,12,2.51,6.04,オリックス,2017
60,赤間　謙,7.15,7,1,0,0,0,1.000,50,11.1,18,2,1,0,4,9,9,1.68,4.97,オリックス,2017
47,海田　智行,5.91,12,0,1,0,3,.000,46,10.2,8,1,7,0,5,7,7,1.41,5.09,オリックス,2017
35,比嘉　幹貴,3.24,8,0,1,0,1,.000,31,8.1,6,2,0,0,12,3,3,0.72,3.36,オリックス,2017
18,岸田　護,3.00,4,0,0,0,0,.000,27,6.0,5,1,3,1,4,2,2,1.33,5.95,オリックス,2017
28,塚原　頌平,5.79,4,0,0,0,0,.000,20,4.2,4,0,2,0,4,3,3,1.29,2.69,オリックス,2017
27,青山　大紀,6.75,1,0,0,0,0,.000,19,4.0,4,1,5,0,2,3,3,2.25,9.12,オリックス,2017
66,吉田　凌,20.25,1,0,1,0,0,.000,16,2.2,5,0,2,0,0,6,6,2.63,5.37,オリックス,2017
29,ウエスト,4.50,2,0,0,0,0,.000,10,2.0,1,0,3,0,0,1,1,2.00,7.62,オリックス,2017
36,髙木　伴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
48,齋藤　綱記,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
59,根本　薫,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
63,山﨑　颯一郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
64,佐野　皓大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
65,八木　亮祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
67,佐藤　世那,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
68,鈴木　優,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
91,塚田　貴之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,オリックス,2017
16,有原　航平,4.74,25,10,13,0,0,.435,726,169.0,194,21,39,4,88,97,89,1.38,4.42,日ハム,2017
14,加藤　貴之,3.53,21,6,6,0,0,.500,521,120.0,125,13,38,1,99,51,47,1.36,3.85,日ハム,2017
39,高梨　裕稔,3.68,22,7,7,0,0,.500,504,117.1,110,13,40,3,100,51,48,1.28,3.93,日ハム,2017
15,メンドーサ,3.97,20,3,7,0,0,.300,437,99.2,106,9,38,8,56,45,44,1.44,4.52,日ハム,2017
63,上沢　直之,3.44,15,4,9,0,0,.308,388,91.2,84,11,32,2,74,39,35,1.27,4.15,日ハム,2017
30,鍵谷　陽平,2.53,60,2,3,1,17,.400,218,57.0,33,6,17,0,46,23,16,0.88,3.77,日ハム,2017
19,増井　浩俊,2.39,52,6,1,27,7,.857,215,52.2,47,6,11,0,82,15,14,1.10,2.06,日ハム,2017
31,村田　透,2.77,15,1,2,0,0,.333,225,52.0,43,4,27,4,39,18,16,1.35,4.41,日ハム,2017
51,石川　直也,4.35,37,0,1,0,7,.000,228,49.2,53,8,28,0,51,24,24,1.63,4.73,日ハム,2017
25,宮西　尚生,3.32,51,4,5,0,25,.444,164,40.2,34,3,12,0,24,19,15,1.13,3.78,日ハム,2017
55,マーティン,1.19,40,0,2,1,29,.000,137,37.2,21,2,6,1,34,5,5,0.72,2.56,日ハム,2017
49,公文　克彦,2.70,41,3,0,0,3,1.000,154,36.2,39,2,8,2,33,11,11,1.28,2.68,日ハム,2017
20,上原　健太,6.23,9,1,5,0,0,.167,166,34.2,44,7,20,0,29,27,24,1.85,5.80,日ハム,2017
43,白村　明弘,4.32,24,1,3,1,1,.250,137,33.1,24,4,14,1,29,17,16,1.14,4.29,日ハム,2017
17,浦野　博司,4.36,7,3,3,0,0,.500,147,33.0,42,4,10,0,17,18,16,1.58,4.57,日ハム,2017
22,谷元　圭介,3.31,36,0,2,1,21,.000,141,32.2,26,3,16,1,24,15,12,1.29,4.22,日ハム,2017
1,斎藤　佑樹,6.75,6,1,3,0,0,.250,126,28.0,39,3,5,2,14,23,21,1.57,4.26,日ハム,2017
11,大谷　翔平,3.20,5,3,2,0,0,.600,105,25.1,13,2,19,0,29,9,9,1.26,4.11,日ハム,2017
54,玉井　大翔,2.59,24,1,2,0,1,.333,99,24.1,17,2,7,3,12,8,7,0.99,4.44,日ハム,2017
59,吉田　侑樹,5.32,5,2,2,0,0,.500,110,23.2,31,4,9,0,9,15,14,1.69,5.70,日ハム,2017
29,井口　和朋,5.16,17,0,1,0,0,.000,94,22.2,19,7,7,0,13,14,13,1.15,6.78,日ハム,2017
42,エスコバー,5.64,14,1,2,0,0,.333,117,22.1,31,2,13,3,19,22,14,1.97,4.73,日ハム,2017
47,田中　豊樹,3.32,19,0,0,0,3,.000,86,19.0,19,2,8,2,23,8,7,1.42,3.65,日ハム,2017
35,榎下　陽大,2.38,8,0,1,0,0,.000,51,11.1,14,1,4,0,6,3,3,1.59,4.27,日ハム,2017
36,中村　勝,4.50,2,1,0,0,0,1.000,48,10.0,9,2,9,1,4,5,5,1.80,7.92,日ハム,2017
34,堀　瑞輝,3.38,4,0,1,0,0,.000,31,8.0,8,3,1,0,7,3,3,1.13,6.62,日ハム,2017
21,武田　久,3.68,7,0,0,0,0,.000,36,7.1,11,1,3,0,3,4,3,1.91,5.30,日ハム,2017
13,石井　裕也,9.00,8,0,0,0,0,.000,31,6.0,9,2,2,0,4,7,6,1.83,7.12,日ハム,2017
28,新垣　勇人,0.00,1,0,0,0,0,.000,4,1.0,1,0,0,0,0,0,0,1.00,3.12,日ハム,2017
40,高良　一輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
46,瀬川　隼郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
48,高山　優希,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
53,立田　将太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
57,杉浦　稔大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
57,屋宜　照悟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,日ハム,2017
16,涌井　秀章,3.99,25,5,11,0,0,.313,675,158.0,156,20,53,7,115,74,70,1.32,4.45,ロッテ,2017
64,二木　康太,3.39,23,7,9,0,0,.438,588,143.1,136,14,35,2,128,58,54,1.19,3.34,ロッテ,2017
19,唐川　侑己,4.49,21,5,10,0,0,.333,555,126.1,135,18,37,7,86,69,63,1.36,4.66,ロッテ,2017
12,石川　歩,5.09,16,3,11,0,0,.214,424,97.1,113,9,23,2,73,62,55,1.40,3.59,ロッテ,2017
11,佐々木　千隼,4.22,15,4,7,0,0,.364,363,85.1,75,9,48,1,59,41,40,1.44,4.83,ロッテ,2017
55,スタンリッジ,4.32,14,4,6,0,0,.400,349,77.0,84,9,38,7,52,40,37,1.58,5.00,ロッテ,2017
23,酒居　知史,3.13,19,5,1,0,1,.833,315,74.2,75,11,20,3,48,28,26,1.27,4.67,ロッテ,2017
49,チェン・グァンユウ,3.29,27,3,4,0,4,.429,270,63.0,56,5,32,0,59,26,23,1.40,3.80,ロッテ,2017
36,有吉　優樹,2.87,53,2,5,1,16,.286,222,53.1,48,4,14,3,27,17,17,1.16,4.04,ロッテ,2017
14,大谷　智久,3.12,55,3,2,0,23,.600,214,52.0,47,5,14,1,33,20,18,1.17,3.97,ロッテ,2017
21,内　竜也,2.94,50,5,1,16,11,.833,211,49.0,36,5,28,0,44,16,16,1.31,4.12,ロッテ,2017
15,関谷　亮太,3.80,10,2,4,0,1,.333,209,45.0,57,3,17,1,38,21,19,1.64,3.50,ロッテ,2017
28,松永　昂大,3.22,50,1,3,0,18,.250,153,36.1,33,1,12,1,31,16,13,1.24,2.76,ロッテ,2017
52,益田　直也,5.09,38,0,4,9,6,.000,162,35.1,46,8,15,0,29,20,20,1.73,5.53,ロッテ,2017
30,大嶺　祐太,3.82,20,2,2,0,0,.500,142,30.2,33,4,22,0,21,19,13,1.79,5.50,ロッテ,2017
29,西野　勇士,4.73,5,2,3,0,0,.400,123,26.2,31,2,14,0,17,15,14,1.69,4.28,ロッテ,2017
34,土肥　星也,9.31,18,0,1,0,2,.000,98,19.1,25,4,12,2,14,22,20,1.91,6.53,ロッテ,2017
33,南　昌輝,5.09,19,0,1,0,5,.000,81,17.2,21,3,10,0,13,11,10,1.75,5.55,ロッテ,2017
20,東條　大樹,6.88,12,0,0,0,1,.000,78,17.0,18,1,11,2,17,13,13,1.71,4.18,ロッテ,2017
47,田中　靖洋,1.98,13,1,0,1,0,1.000,50,13.2,5,0,4,1,6,3,3,0.66,3.34,ロッテ,2017
41,成田　翔,4.38,4,0,2,0,1,.000,52,12.1,12,2,4,1,8,8,6,1.30,5.15,ロッテ,2017
58,高野　圭佑,11.81,8,0,0,0,0,.000,60,10.2,18,1,7,2,7,16,14,2.34,5.56,ロッテ,2017
18,藤岡　貴裕,16.62,10,0,0,0,0,.000,53,8.2,14,2,12,1,5,16,16,3.00,9.47,ロッテ,2017
48,宮﨑　敦次,7.88,6,0,0,0,0,.000,43,8.0,11,0,3,3,7,9,7,1.75,3.62,ロッテ,2017
43,黒沢　翔太,13.50,2,0,0,0,0,.000,12,2.0,5,1,0,1,1,4,3,2.50,10.12,ロッテ,2017
60,阿部　和成,13.50,2,0,0,0,0,.000,10,2.0,3,2,1,0,1,3,3,2.00,16.62,ロッテ,2017
27,古谷　拓哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
31,田中　英祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
40,島　孝明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
46,岩下　大輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
51,信樂　晃史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
56,原　嵩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
63,種市　篤暉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
67,金森　敬之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ロッテ,2017
42,ジョンソン,2.15,26,15,7,0,0,.682,736,180.1,154,11,49,3,141,50,43,1.13,3.18,広島,2016
19,野村　祐輔,2.71,25,16,3,0,0,.842,633,152.2,139,11,37,6,91,50,46,1.15,3.71,広島,2016
15,黒田　博樹,3.09,24,10,8,0,0,.556,623,151.2,152,14,30,3,98,54,52,1.20,3.62,広島,2016
17,岡田　明丈,3.02,18,4,3,0,1,.571,375,89.1,89,6,25,0,60,34,30,1.28,3.49,広島,2016
66,ヘーゲンズ,2.92,50,7,5,0,19,.583,342,83.1,71,4,33,3,33,32,27,1.25,4.25,広島,2016
12,九里　亜蓮,4.50,27,2,2,0,0,.500,351,80.0,79,9,37,1,52,47,40,1.45,4.71,広島,2016
11,福井　優也,4.34,13,5,4,0,0,.556,345,76.2,84,9,30,4,63,38,37,1.49,4.33,広島,2016
16,今村　猛,2.44,67,3,4,2,22,.429,299,73.2,60,3,22,0,87,20,20,1.11,2.18,広島,2016
58,ジャクソン,1.71,67,5,4,0,37,.556,271,68.1,46,4,23,0,89,15,13,1.01,2.29,広島,2016
21,中﨑　翔太,1.32,61,3,4,34,7,.429,251,61.1,50,2,19,2,54,11,9,1.13,2.71,広島,2016
53,戸田　隆矢,2.80,17,4,0,1,0,1.000,226,54.2,49,5,18,4,42,17,17,1.23,3.98,広島,2016
22,中村　恭平,5.40,8,1,1,0,0,.500,156,35.0,41,3,18,0,17,21,21,1.69,4.81,広島,2016
23,薮田　和樹,2.61,16,3,1,0,0,.750,137,31.0,21,3,22,2,21,9,9,1.39,5.35,広島,2016
24,横山　弘樹,5.47,6,2,2,0,0,.500,123,26.1,30,3,12,5,17,19,16,1.59,5.25,広島,2016
30,一岡　竜司,1.82,27,1,1,0,5,.500,96,24.2,16,0,10,0,21,5,5,1.05,2.63,広島,2016
57,オスカル,6.35,23,2,0,0,1,1.000,105,22.2,32,3,7,1,13,17,16,1.72,4.75,広島,2016
14,大瀬良　大地,3.32,17,3,1,0,4,.750,87,21.2,15,2,6,1,24,8,8,0.97,3.07,広島,2016
20,永川　勝浩,6.30,11,2,0,0,1,1.000,46,10.0,14,1,2,1,8,7,7,1.60,3.72,広島,2016
29,江草　仁貴,6.00,8,0,0,0,1,.000,38,9.0,8,1,4,1,5,6,6,1.33,5.12,広島,2016
47,小野　淳平,7.36,6,0,0,0,0,.000,35,7.1,8,2,2,2,3,7,6,1.36,7.48,広島,2016
36,塹江　敦哉,11.37,3,0,1,0,0,.000,28,6.1,6,2,4,1,6,8,8,1.58,7.70,広島,2016
48,西原　圭大,12.60,2,0,0,0,0,.000,27,5.0,12,1,1,0,2,7,7,2.60,5.52,広島,2016
34,中田　廉,16.62,8,1,1,0,1,.500,23,4.1,5,1,4,1,6,8,8,2.08,6.81,広島,2016
39,飯田　哲矢,0.00,2,0,0,0,0,.000,14,3.1,4,0,0,0,4,0,0,1.20,0.72,広島,2016
98,佐藤　祥万,7.71,2,0,0,0,0,.000,14,2.1,5,0,1,1,3,2,2,2.57,3.12,広島,2016
70,デラバー,0.00,2,0,0,0,0,.000,6,2.0,0,0,0,0,4,0,0,0.00,-0.88,広島,2016
